Nome Civil;Nome para Urna;Numero;Partido;Coligação;Situação;Votação;% Válidos;Sexo;Estado Civil;Ocupacao;Cor/Raça;Data Nasc.;Idade;Instrucao;Bens;UF;foto;Alimentação do parlamentar;Aluguel de aeronaves;Aluguel de carros;Aluguel de embarcações;Assinatura de publicações;Combustíveis e lubrificantes;Consultorias, pesquisas e trabalhos técnicos;Cursos, palestras ou eventos;Divulgação de atividade parlamentar;Emissão de bilhete aéreo;Hospedagem fora do DF;Manutenção de escritório;Passagens aéreas;Passagens terrestres ou marítimas;Segurança particular;Serviços postais;Telefonia;Táxi, pedágio e estacionamento;Total CEAP;ADMINISTRAÇÃO PÚBLICA;AGRICULTURA;ARTE E CULTURA;CIÊNCIA E TECNOLOGIA;COMUNICAÇÕES;COMÉRCIO EXTERIOR;DEFESA E SEGURANÇA NACIONAL;DESENVOLVIMENTO REGIONAL;DESENVOLVIMENTO URBANO E TRÂNSITO;DESPORTO E LAZER;DIREITO CIVIL E PROCESSUAL CIVIL;DIREITO CONSTITUCIONAL;DIREITO DO TRABALHO E PROCESSUAL DO TRABALHO;DIREITO E DEFESA DO CONSUMIDOR;DIREITO E JUSTIÇA;DIREITO PENAL E PROCESSUAL PENAL;DIREITOS HUMANOS;EDUCAÇÃO;FINANÇAS PÚBLICAS E ORÇAMENTO;HOMENAGENS E DATAS COMEMORATIVAS;INDÚSTRIA;INFORMÁTICA;MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL;ORGANIZAÇÃO ADMINISTRATIVA DO ESTADO;ORGANIZAÇÃO POLÍTICA;POLÍTICA ECONÔMICA;POLÍTICA FUNDIÁRIA;PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;PROCESSO LEGISLATIVO;RECURSOS HÍDRICOS;RELAÇÕES INTERNACIONAIS;SAÚDE;SEGURANÇA PÚBLICA;SISTEMA FINANCEIRO;TRABALHO E EMPREGO;TRIBUTAÇÃO;TURISMO;VIAÇÃO E TRANSPORTES;TOTAL PROPOSICAO;Profissao;Situacao na Legislatura Atual;Partido Atual;Atuacao;Atuacao em meses
CAJAR ONESIMO RIBEIRO NARDES;CAJAR NARDES;277.75;PR;PTB / PC do B / PR / PPL / PROS / PTC;Suplente;55434;0.93;MASCULINO;Solteiro(a);Veterinário;Branca;16/11/1965;52;Superior completo;415287.37;RS;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RS/foto/210000000887.jpg;3008.53;0.00;7509.25;0.00;0.00;7251.06;11817.25;0.00;16988.54;11889.80;2393.02;6697.25;143.70;60.71;0.00;962.14;1417.25;1201.00;71339.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;PR;17/5/2016 até 2/1/2017;8
AUGUSTO RODRIGUES COUTINHO DE MELO;AUGUSTO COUTINHO;324.04;SD;PSB / PMDB / PC do B / PV / PR / PSD / PPS / PSDB / SD / PPL / DEM / PROS / PP / PEN / PTC;Suplente;67918;1.51;MASCULINO;Casado(a);Deputado;Parda;22/10/1962;55;Superior completo;1505637.8;PE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PE/foto/170000000042.jpg;797.03;0.00;7876.44;0.00;109.85;4671.74;750.00;0.00;10411.56;8147.19;680.94;12490.55;453.89;0.00;0.00;1777.94;2180.31;11.38;50358.8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.08;0.04;0.00;0.00;0.00;0.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.04;0.04;0.00;0.00;0.00;0.46;Engenheiro Civil;Em Exercício;SD;4/2/2015 até 1/1/2017;24
SEBASTIAO SIBA MACHADO OLIVEIRA;SIBÁ MACHADO;69.11;PT;PT / PEN / PROS / PDT / PTB / PSL / PTN / PSDC / PHS / PSB / PRP / PPL / PRB / PC do B;Eleito por QP;18395;4.61;MASCULINO;Casado(a);Deputado;Parda;24/01/1958;59;Superior completo;215026.8;AC;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000171.jpg;34.44;2436.84;7905.40;0.00;95.68;4957.39;315.79;0.00;7314.75;11173.60;290.50;6808.76;182.06;0.00;0.00;71.30;3138.63;36.18;44761.33;0.00;0.00;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.11;Geográfo;Licenciado;PT;1/2/2015 até 15/8/2016;19
DAVI ALVES SILVA JUNIOR;DAVI ALVES SILVA JÚNIOR;315.86;PR;PMDB / DEM / PTB / PV / PRB / PR;Suplente;63706;2.04;MASCULINO;Casado(a);Servidor Público Federal;Branca;22/11/1976;41;Ensino Médio completo;135.0;MA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000586.jpg;0.00;0.00;7315.43;0.00;0.00;410.91;19357.14;0.00;9285.71;4342.27;0.00;2265.77;0.00;0.00;0.00;300.11;499.00;0.00;43776.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Suplência;PR;18/5/2016 até 25/11/2016;7
JOHNATHAN PEREIRA DE JESUS;JOHNATHAN DE JESUS;31.59;PRB;PSDB / PR / PRB / PSD / SD / PROS / PRP / PMDB / PSB / PTN;Eleito por QP;20677;8.68;MASCULINO;Solteiro(a);Deputado;Parda;03/09/1983;34;Superior completo;629320.63;RR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RR/foto/230000000264.jpg;0.00;0.00;9625.00;0.00;0.00;4547.86;8375.00;0.00;13915.62;5213.05;215.14;13.03;0.00;0.00;0.00;272.84;616.61;0.00;42794.14;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.09;Empresário;Em Exercício;PRB;1/2/2015 ...;32
MANOEL ALVES DA SILVA JUNIOR;MANOEL JUNIOR;63.12;PMDB;PMDB;Eleito por média;105693;5.46;MASCULINO;Casado(a);Deputado;Branca;21/02/1964;53;Superior completo;1528793.86;PB;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PB/foto/150000000175.jpg;28.85;0.00;2195.75;0.00;0.00;5244.41;2753.62;0.00;14794.41;9980.83;0.00;2940.11;357.40;0.00;7.08;833.46;3355.52;0.00;42491.45;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.08;0.00;0.00;0.04;0.04;0.00;0.00;0.08;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.04;0.00;0.00;0.04;0.00;0.00;0.50;Médico;Vacância;PMDB;1/2/2015 até 1/1/2017;24
EDIO VIEIRA LOPES;EDIO LOPES;47.34;PMDB;PSDB / PR / PRB / PSD / SD / PROS / PRP / PMDB / PSB / PTN;Eleito por QP;15290;6.42;MASCULINO;Casado(a);Deputado;Preta;04/01/1952;65;Ensino Médio completo;397738.28;RR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RR/foto/230000000261.jpg;20.27;1894.53;7649.09;171.88;0.00;3926.87;663.35;0.00;8114.69;13696.86;291.34;4420.74;580.96;0.00;0.00;93.31;826.60;10.24;42360.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.12;Servidor Público;Em Exercício;PR;1/2/2015 ...;32
AUDIVAL AMELIO DA SILVA NETO;VAL AMÉLIO;722.00;PRTB;PRTB / PPL / PMN;Suplente;58095;4.2;MASCULINO;Solteiro(a);Estudante, Bolsista, Estagiário e Assemelhados;Branca;11/12/1993;24;Superior incompleto;530000.0;AL;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AL/foto/20000000044.jpg;744.91;0.00;6840.00;0.00;0.00;2785.28;6500.00;0.00;19465.08;4044.29;125.17;0.00;594.39;0.00;0.00;62.63;691.58;0.00;41853.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Suplência;PRTB;25/5/2016 até 22/9/2016;4
VINICIUS DE AZEVEDO GURGEL;VINÍCIUS GURGEL;69.44;PR;PR / PRB / PHS / PROS / PSDC / PEN / PV / PT do B;Eleito por QP;18661;4.83;MASCULINO;Casado(a);Deputado;Branca;31/07/1978;39;Superior completo;813329.17;AP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AP/foto/30000000338.jpg;0.00;0.00;6522.59;0.00;0.00;4459.84;2968.75;0.00;3187.50;7214.01;0.00;16690.00;22.70;0.00;0.00;60.18;216.13;0.00;41341.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;Contador;Em Exercício;PR;1/2/2015 ...;32
ALAN RICK MIRANDA;ALAN RICK;31.62;PRB;PT / PEN / PROS / PDT / PTB / PSL / PTN / PSDC / PHS / PSB / PRP / PPL / PRB / PC do B;Eleito por média;17903;4.48;MASCULINO;Casado(a);Jornalista e Redator;Branca;23/10/1976;41;Superior completo;355000.0;AC;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000173.jpg;413.19;156.25;4107.16;0.00;56.25;4273.24;3234.22;0.00;18880.31;6298.15;334.15;2131.14;128.76;0.00;0.00;316.40;872.40;5.19;41206.81;0.03;0.00;0.00;0.00;0.03;0.03;0.00;0.06;0.03;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.12;0.12;0.00;0.00;0.00;0.00;0.09;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.09;0.06;0.00;0.00;0.06;0.00;0.06;0.91;Administrador de Empresas,Jornalista;Em Exercício;DEM;1/2/2015 ...;32
NILTON BALBINO;NILTON CAPIXABA;43.94;PTB;PMDB / PRTB / PC do B / PDT / PRP / PSB / PTB / PSL / PTN;Eleito por QP;42353;5.3;MASCULINO;Casado(a);Deputado;Branca;09/02/1960;57;Superior completo;159852.07;RO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RO/foto/220000000247.jpg;0.00;0.00;9031.25;0.00;0.00;2625.73;0.00;0.00;17877.91;8253.06;0.00;665.90;310.19;0.00;0.00;302.09;2065.37;0.00;41131.5;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;Empresário;Em Exercício;PTB;1/2/2015 ...;32
JOSE ARNON CRUZ BEZERRA DE MENEZES;ARNON BEZERRA;60.46;PTB;PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS;Eleito por média;84474;1.93;MASCULINO;Casado(a);Deputado;Branca;13/08/1951;66;Superior completo;1242000.0;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000790.jpg;7.81;3500.00;10309.47;0.00;0.00;4516.25;1708.33;0.00;9465.00;8302.28;110.04;57.20;411.63;0.00;0.00;859.25;1844.67;13.96;41105.9;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Médico;Vacância;PTB;1/2/2015 até 1/1/2017;24
CELSO ALENCAR RAMOS JACOB;CELSO JACOB;65.57;PMDB;PMDB / PP / PSC / PSD / PTB;Suplente;36614;0.48;MASCULINO;Solteiro(a);Economista;Parda;19/01/1957;60;Superior completo;1022052.48;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001433.jpg;939.15;0.00;3889.54;0.00;0.00;3363.25;217.39;0.00;18114.40;7616.03;33.18;4651.77;0.00;0.00;0.00;400.75;884.41;860.02;40969.89;0.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;0.04;0.13;0.00;0.00;0.00;0.00;0.04;0.22;0.00;0.00;0.00;0.00;0.00;0.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.04;0.96;-;Em Exercício;PMDB;10/2/2015 até 12/2/2015, 12/2/2015 até 24/2/2015, 9/3/2015 até 10/6/2015, 11/6/2015 até 14/4/2016, 22/4/2016 até 13/7/2016, 18/7/2016 até 1/1/2017;23
HIRAN MANUEL GONCALVES DA SILVA;DR. HIRAN GONÇALVES;104.16;PMN;PRTB / PHS / PPL / PMN / PEN / PSDC / PT do B / PSC / PSL / PPS;Eleito por QP;9048;3.8;MASCULINO;Divorciado(a);Médico;Parda;19/06/1957;60;Superior completo;765556.66;RR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RR/foto/230000000181.jpg;190.07;0.00;6198.75;0.00;0.00;2868.65;2834.38;0.00;12953.14;5573.12;265.78;4657.73;228.91;0.00;2646.88;1297.39;1199.80;22.62;40937.2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.16;Médico Legista,Médico(a);Em Exercício;PP;1/2/2015 ...;32
ABEL SALVADOR MESQUITA JUNIOR;ABEL GALINHA;38.56;PDT;PT / PDT / PV / PTC / PC do B;Eleito por QP;8834;3.71;MASCULINO;Casado(a);Empresário;Branca;29/03/1962;55;Superior incompleto;1907500.0;RR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RR/foto/230000000452.jpg;7.33;0.00;5266.78;296.88;0.00;3142.22;8968.75;0.00;9843.75;6314.71;0.00;70.67;60.22;0.00;5584.38;33.75;867.47;0.68;40457.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Empresário;Em Exercício;DEM;1/2/2015 ...;32
REMIDIO MONAI MONTESSI;REMIDIO DA AMATUR;69.78;PR;PSDB / PR / PRB / PSD / SD / PROS / PRP / PMDB / PSB / PTN;Eleito por QP;15492;6.51;MASCULINO;Divorciado(a);Deputado;Branca;07/08/1966;51;Ensino Médio completo;1640211.82;RR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RR/foto/230000000268.jpg;0.00;0.00;9062.50;0.00;73.57;5103.07;517.75;0.00;9497.22;6788.15;109.09;408.22;0.00;0.00;7406.25;78.44;1396.98;0.00;40441.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;PR;1/2/2015 ...;32
JESSICA ROJAS SALES;FAGNER SALES;47.34;PMDB;PP / PMDB / PSC / PR / PPS / PTC / PSDB / PSD / PT do B / SD;Eleito por QP;20339;5.09;MASCULINO;Casado(a);Advogado;Branca;05/10/1982;35;Superior completo;490000.0;AC;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000606.jpg;245.85;2250.00;322.35;368.75;0.00;4689.26;0.00;0.00;21835.16;8796.86;70.76;19.34;253.30;0.69;0.00;336.03;726.94;345.91;40261.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;PMDB;1/2/2015 ...;32
CARLOS AUGUSTO ANDRADE SILVA;CARLOS ANDRADE;97.84;PHS;PRTB / PHS / PPL / PMN / PEN / PSDC / PT do B / PSC / PSL / PPS;Eleito por média;6733;2.83;MASCULINO;Casado(a);Servidor Público Federal;Parda;26/09/1964;53;Superior completo;1030407.95;RR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RR/foto/230000000167.jpg;72.30;0.00;6242.74;0.00;0.00;3684.61;1325.00;0.00;13255.56;8254.09;384.94;4955.22;166.20;0.00;0.00;22.13;1821.61;7.28;40191.68;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.09;Administrador,Eletricitário;Em Exercício;PHS;1/2/2015 ...;32
JOSE MENDONCA BEZERRA FILHO;MENDONÇA FILHO;157.81;DEM;PSB / PMDB / PC do B / PV / PR / PSD / PPS / PSDB / SD / PPL / DEM / PROS / PP / PEN / PTC;Eleito por média;88250;1.97;MASCULINO;Casado(a);Deputado;Branca;12/07/1966;51;Superior completo;1649203.71;PE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PE/foto/170000000076.jpg;81.45;0.00;4422.50;0.00;133.84;2872.22;9611.56;0.00;4473.75;10022.40;399.70;3108.78;27.18;14.41;0.00;2643.77;2267.62;56.98;40136.17;0.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.12;0.00;0.00;0.00;0.00;0.00;0.25;0.00;0.00;0.06;0.06;0.00;0.00;0.06;0.00;0.00;0.25;0.06;0.00;0.00;1.06;Administrador de Empresas;Licenciado;DEM;1/2/2015 até 12/5/2016, 26/4/2017 até 27/4/2017, 2/8/2017 até 3/8/2017;16
LUIZ CARLOS GHIORZZI BUSATO;BUSATO;58.92;PTB;PTB / PC do B / PR / PPL / PROS / PTC;Eleito por QP;130807;2.2;MASCULINO;Casado(a);Arquiteto;Branca;06/11/1948;69;Superior completo;2102671.97;RS;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RS/foto/210000000891.jpg;16.34;0.00;1479.42;0.00;0.00;2190.68;2632.99;0.00;9328.38;16243.08;365.26;5917.07;306.59;0.00;0.00;122.19;1423.11;18.95;40044.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;ARQUITETO, CORRETOR DE IMÓVEIS;Vacância;PTB;1/2/2015 até 1/1/2017;24
ILDON MARQUES DE SOUZA;ILDON MARQUES;832.75;PMN;PEN / PMN / PHS / PSC / PT do B;Suplente;31370;1.0;MASCULINO;Casado(a);Empresário;Parda;20/10/1945;72;Superior completo;5136747.53;MA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000781.jpg;264.50;0.00;10312.75;0.00;0.00;1987.60;19500.00;0.00;0.00;6100.39;511.69;66.50;0.00;0.00;0.00;253.46;971.55;47.27;40015.7;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Suplência;PSB;21/6/2016 até 19/10/2016;4
JOSE ALBERTO OLIVEIRA VELOSO FILHO;ALBERTO FILHO;52.48;PMDB;PMDB / DEM / PTB / PV / PRB / PR;Suplente;67885;2.17;MASCULINO;Solteiro(a);Deputado;Preta;10/02/1987;30;Superior completo;523000.0;MA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000563.jpg;0.00;0.00;4617.61;0.00;81.46;989.31;5947.36;0.00;12717.93;8264.16;0.00;15.62;0.00;0.00;6510.34;62.63;796.96;0.00;40003.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;Bacharel em Direito;Em Exercício;PMDB;9/4/2015 até 2/8/2017, 3/8/2017 ...;29
ANTONIO BALHMANN CARDOSO NUNES FILHO;BALMAN;1285.71;PROS;PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS;Eleito por QP;87666;2.01;MASCULINO;Casado(a);Engenheiro;Branca;22/08/1949;68;Superior completo;509778.17;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000774.jpg;101.66;1385.71;585.71;0.00;0.00;1875.17;19285.71;0.00;4285.71;9786.10;0.00;62.86;198.52;0.00;0.00;1374.27;977.14;0.00;39918.57;0.00;0.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.29;Engenheiro Mecânico;Licenciado;PDT;1/2/2015 até 6/8/2015;7
LINDOMAR BARBOSA ALVES;LINDOMAR GARÇON;47.53;PMDB;PMDB / PRTB / PC do B / PDT / PRP / PSB / PTB / PSL / PTN;Eleito por média;24146;3.02;MASCULINO;Casado(a);Comerciante;Parda;18/10/1969;48;Superior incompleto;458500.0;RO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RO/foto/220000000239.jpg;0.00;0.00;8240.62;0.00;0.00;3158.06;1272.50;0.00;11442.19;9704.31;355.50;2854.77;77.33;0.00;0.00;1560.29;1177.08;0.00;39842.65;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;Comerciante;Em Exercício;PRB;1/2/2015 ...;32
WHERLES FERNANDES DA ROCHA;MAJOR ROCHA;142.03;PSDB;PP / PMDB / PSC / PR / PPS / PTC / PSDB / PSD / PT do B / SD;Eleito por QP;23466;5.88;MASCULINO;Casado(a);Deputado;Branca;23/10/1968;49;Superior completo;430000.0;AC;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000607.jpg;310.32;1031.25;3819.02;0.00;111.98;3430.89;368.75;133.44;16903.38;10992.98;715.02;724.70;6.82;4.03;0.00;189.00;1069.07;13.03;39823.68;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.06;0.03;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.00;0.00;0.03;0.00;0.09;0.00;0.00;0.00;0.41;Bacharel  em Direito,Jornalista,Oficial da Polícia Militar;Em Exercício;PSDB;1/2/2015 ...;32
ZENAIDE MAIA CALADO PEREIRA DOS SANTOS;DRA ZENAIDE MAIA;69.44;PR;PMDB / PR / PSB / PROS / PDT / SD / PSC / DEM / PV / PMN / PRP / PSDB / PSDC / PRB;Eleito por QP;134588;8.51;FEMININO;Casado(a);Médico;Branca;27/11/1954;63;Superior completo;1455381.34;RN;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RN/foto/200000000135.jpg;62.97;0.00;3048.53;0.00;3.13;1854.14;9153.12;0.00;15850.00;6148.00;17.83;1793.69;136.93;0.00;0.00;488.92;1254.96;0.81;39813.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.09;Médica;Em Exercício;PR;1/2/2015 ...;32
DOMINGOS GOMES DE AGUIAR NETO;DOMINGOS NETO;284.06;PROS;PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS;Eleito por QP;185226;4.24;MASCULINO;Solteiro(a);Deputado;Branca;29/04/1988;29;Superior incompleto;723976.77;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000779.jpg;0.00;3494.69;250.00;0.00;0.00;2451.69;21398.55;0.00;6133.12;5456.00;22.08;8.27;70.00;0.00;0.00;25.92;494.03;0.00;39804.35;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.12;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.06;0.00;0.06;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.53;Empresário;Em Exercício;PSD;1/2/2015 ...;32
