Nome Civil;Nome para Urna;Numero;Partido;Coligação;Situação;Votação;% Válidos;Sexo;Estado Civil;Ocupacao;Cor/Raça;Data Nasc.;Idade;Instrucao;Bens;UF;foto;Alimentação do parlamentar;Aluguel de aeronaves;Aluguel de carros;Aluguel de embarcações;Assinatura de publicações;Combustíveis e lubrificantes;Consultorias, pesquisas e trabalhos técnicos;Cursos, palestras ou eventos;Divulgação de atividade parlamentar;Emissão de bilhete aéreo;Hospedagem fora do DF;Manutenção de escritório;Passagens aéreas;Passagens terrestres ou marítimas;Segurança particular;Serviços postais;Telefonia;Táxi, pedágio e estacionamento;Total CEAP;ADMINISTRAÇÃO PÚBLICA;AGRICULTURA;ARTE E CULTURA;CIÊNCIA E TECNOLOGIA;COMUNICAÇÕES;COMÉRCIO EXTERIOR;DEFESA E SEGURANÇA NACIONAL;DESENVOLVIMENTO REGIONAL;DESENVOLVIMENTO URBANO E TRÂNSITO;DESPORTO E LAZER;DIREITO CIVIL E PROCESSUAL CIVIL;DIREITO CONSTITUCIONAL;DIREITO DO TRABALHO E PROCESSUAL DO TRABALHO;DIREITO E DEFESA DO CONSUMIDOR;DIREITO E JUSTIÇA;DIREITO PENAL E PROCESSUAL PENAL;DIREITOS HUMANOS;EDUCAÇÃO;FINANÇAS PÚBLICAS E ORÇAMENTO;HOMENAGENS E DATAS COMEMORATIVAS;INDÚSTRIA;INFORMÁTICA;MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL;ORGANIZAÇÃO ADMINISTRATIVA DO ESTADO;ORGANIZAÇÃO POLÍTICA;POLÍTICA ECONÔMICA;POLÍTICA FUNDIÁRIA;PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;PROCESSO LEGISLATIVO;RECURSOS HÍDRICOS;RELAÇÕES INTERNACIONAIS;SAÚDE;SEGURANÇA PÚBLICA;SISTEMA FINANCEIRO;TRABALHO E EMPREGO;TRIBUTAÇÃO;TURISMO;VIAÇÃO E TRANSPORTES;TOTAL PROPOSICAO;Profissao;Situacao na Legislatura Atual;Partido Atual;Atuacao;Atuacao em meses
LUIZ CARLOS RAMOS;LUIZ CARLOS RAMOS DO CHAPEU;94.03;PSDC;PSDC / PMN / PTC;Eleito por QP;33221;0.43;MASCULINO;Casado(a);Vereador;Branca;08/06/1951;66;Ensino Médio completo;175000.0;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000002139.jpg;1727.32;0.00;6572.41;0.00;33.72;1729.57;9655.17;0.00;5793.10;946.33;112.41;158.95;3905.90;0.00;0.00;125.80;1485.50;62.87;32309.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.07;0.00;0.00;0.03;0.07;0.00;0.00;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.31;-;Em Exercício;PODE;1/2/2015 até 1/1/2017, 7/3/2017 ...;29
MISAEL ARTUR FERREIRA VARELLA;MISAEL VARELLA;78.28;DEM;DEM / PSDB / PP / PR / PSD / SD;Eleito por QP;258363;2.55;MASCULINO;Casado(a);Empresário;Branca;27/11/1959;58;Superior completo;18746099.7;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000707.jpg;284.11;0.00;0.00;0.00;0.00;2988.11;5343.28;0.00;8144.38;4056.82;0.00;10480.61;112.87;0.00;0.00;555.74;336.93;0.73;32303.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Empresário;Em Exercício;DEM;1/2/2015 ...;32
ALESSANDRO LUCCIOLA MOLON;ALESSANDRO MOLON;41.03;PT;PT / PSB / PC do B;Eleito por QP;87003;1.13;MASCULINO;Casado(a);Advogado;Branca;28/10/1971;46;Superior completo;26012.85;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000614.jpg;0.00;0.00;0.00;0.00;498.71;782.87;15.00;0.00;776.42;13299.05;91.55;12077.18;229.43;0.00;3.16;354.28;2820.63;1351.14;32299.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;Advogado, Professor Universitário;Em Exercício;REDE;1/2/2015 ...;32
MARCOS ABRAO RORIZ SOARES DE CARVALHO;MARCOS ABRÃO;73.28;PPS;PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB;Eleito por QP;92347;3.04;MASCULINO;Casado(a);Economista;Branca;15/02/1971;46;Superior completo;1541624.32;GO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000711.jpg;631.14;275.00;4460.30;0.00;6.56;4091.89;7236.35;0.00;12155.54;1532.51;134.47;146.52;174.05;0.00;0.00;613.21;824.62;4.38;32286.53;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.09;0.00;0.00;0.03;0.03;0.03;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.31;Economista,Empresário na Área Pecuarista;Em Exercício;PPS;1/2/2015 ...;32
MARIA LAURA MONTEZA DE SOUZA CARNEIRO;LAURA CARNEIRO;67.38;PTB;PMDB / PP / PSC / PSD / PTB;Suplente;34550;0.45;FEMININO;Divorciado(a);Vereador;Branca;01/05/1963;54;Superior completo;624805.88;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001463.jpg;194.14;0.00;361.24;0.00;10.18;1727.70;714.29;0.00;20513.59;3839.32;0.00;2843.13;207.17;0.00;0.00;344.35;1251.67;269.53;32276.3;0.00;0.00;0.05;0.00;0.10;0.00;0.00;0.00;0.14;0.00;0.14;0.00;0.00;0.10;0.00;0.00;0.52;0.14;0.00;0.10;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.14;0.10;0.00;0.00;0.05;0.10;0.29;0.14;0.00;0.00;2.14;Advogada e Servidora Pública Federal;Em Exercício;PMDB;27/10/2015 até 14/4/2016, 28/4/2016 até 12/7/2016, 20/7/2016 até 12/9/2016, 14/9/2016 até 29/11/2016, 1/1/2017 ...;21
JERONIMO PIZZOLOTTO GOERGEN;JERÔNIMO GOERGEN;35.41;PP;PP / PRB / SD / PSDB;Eleito por QP;115173;1.94;MASCULINO;Casado(a);Deputado;Branca;20/01/1976;41;Superior completo;472420.91;RS;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RS/foto/210000000636.jpg;616.99;0.00;5269.98;0.00;125.75;2890.18;302.66;0.00;682.51;12012.52;459.01;5812.31;290.55;5.56;0.00;624.67;3050.66;113.81;32257.17;0.06;0.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.06;0.06;0.00;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.00;0.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.16;0.03;0.00;0.06;1.66;Advogado;Em Exercício;PP;1/2/2015 ...;32
JANDIRA FEGHALI;JANDIRA FEGHALI;205.16;PC do B;PT / PSB / PC do B;Eleito por QP;68531;0.89;FEMININO;Casado(a);Deputado;Branca;17/05/1957;60;Superior completo;762734.22;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000637.jpg;134.21;0.00;5131.49;0.00;3.91;2728.76;146.56;0.00;2317.28;11220.83;153.91;7415.22;445.64;0.00;0.00;426.87;2105.02;0.00;32229.71;0.03;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.16;Médico, Músico;Em Exercício;PCdoB;1/2/2015 ...;32
MARCOS MONTES CORDEIRO;MARCOS MONTES;173.28;PSD;DEM / PSDB / PP / PR / PSD / SD;Eleito por QP;116175;1.15;MASCULINO;Casado(a);Deputado;Branca;03/08/1949;68;Superior completo;4910835.56;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000669.jpg;6.20;0.00;0.00;0.00;42.50;4194.00;7335.21;0.00;10019.69;4373.50;74.89;2976.74;0.00;24.64;0.00;626.33;2553.91;0.00;32227.6;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;MÉDICO, PROFESSOR DE MEDICINA, MÉDICO DO TRABALHO;Em Exercício;PSD;1/2/2015 ...;32
LUIZ CARLOS JORGE HAULY;LUIZ CARLOS HAULY;141.09;PSDB;PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS;Eleito por QP;86439;1.53;MASCULINO;Casado(a);Deputado;Branca;08/10/1950;67;Superior completo;1357242.68;PR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000154.jpg;4.11;0.00;0.00;0.00;40.53;2071.50;1177.03;0.00;6960.00;11569.97;44.20;6558.81;52.78;3.97;0.00;403.98;3309.54;19.49;32215.92;0.19;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.03;0.09;0.03;0.03;0.00;0.00;0.06;0.00;0.03;0.00;0.00;0.06;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.25;0.00;0.03;0.97;Economista e Professor;Em Exercício;PSDB;1/2/2015 ...;32
LUCAS DE CASTRO SANTOS;LUCAS VERGÍLIO;243.03;SD;PMDB / DEM / SD / PC do B / PRTB / PTN / PPL;Eleito por QP;78387;2.58;MASCULINO;Solteiro(a);Corretor de Imóveis, Seguros, Títulos e Valores;Parda;08/04/1987;30;Superior completo;949281.49;GO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000623.jpg;13.39;141.67;5750.41;0.00;19.88;3702.62;11687.50;0.00;5278.81;485.96;39.06;4604.95;0.00;0.00;45.67;16.49;427.89;0.00;32214.29;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.16;0.00;0.00;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.00;0.03;0.03;0.03;0.06;0.00;0.00;0.00;0.50;Administrador de Empresas,Corretor de Seguros;Em Exercício;SD;1/2/2015 ...;32
LAERCIO JOSE DE OLIVEIRA;LAÉRCIO OLIVEIRA;243.03;SD;PP / PTB / PSL / PSC / PR / PPS / DEM / PHS / PTC / PV / PSDB / PEN / PT do B / SD;Eleito por QP;84198;8.0;MASCULINO;Casado(a);Deputado;Branca;15/04/1959;58;Superior completo;1131831.36;SE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SE/foto/260000000091.jpg;56.16;0.00;7932.78;0.00;123.93;228.87;4513.12;95.39;1982.42;6386.83;346.36;5428.23;754.59;1.31;1570.38;958.21;1768.89;40.70;32188.16;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.09;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.19;0.03;0.00;0.03;0.44;Administrador de Empresas;Em Exercício;SD;1/2/2015 ...;32
BENEDITA SOUZA DA SILVA SAMPAIO;BENEDITA DA SILVA;49.18;PT;PT / PSB / PC do B;Eleito por média;48163;0.63;FEMININO;Casado(a);Assistente Social;Preta;26/04/1942;75;Superior completo;911594.33;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000624.jpg;97.99;0.00;0.00;0.00;0.00;2491.89;52.14;0.00;10433.52;7829.52;201.99;9126.46;0.00;0.00;0.00;285.74;1522.79;133.34;32175.38;0.04;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.21;Assistente Social, Auxiliar de Enfermagem, Professor, Servidor Público;Em Exercício;PT;1/2/2015 até 18/5/2016, 16/9/2016 ...;28
JOSE ALFONSO EBERT HAMM;AFONSO HAMM;36.44;PP;PP / PRB / SD / PSDB;Eleito por QP;132202;2.22;MASCULINO;Casado(a);Deputado;Branca;25/04/1962;55;Superior completo;1093823.34;RS;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RS/foto/210000000637.jpg;357.46;0.00;5118.16;0.00;42.75;2309.12;87.79;0.00;3259.38;14270.40;292.64;3123.26;108.62;118.79;0.16;912.17;2062.55;65.78;32129.03;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.06;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.19;Engenheiro Agrônomo;Em Exercício;PP;1/2/2015 ...;32
OSMAR STUART BERTOLDI;OSMAR BERTOLDI;180.36;DEM;PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS;Suplente;81789;1.44;MASCULINO;Divorciado(a);Deputado;Branca;20/03/1969;48;Superior completo;1898128.15;PR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000163.jpg;545.84;0.00;1350.00;0.00;0.00;1498.52;10648.37;0.00;9443.37;2487.84;470.95;1485.67;2626.12;0.00;0.00;59.05;1445.05;50.36;32111.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.07;-;Em Exercício;DEM;4/2/2015 até 21/5/2015, 1/11/2016 ...;14
HEULER ABREU CRUVINEL;HEULER CRUVINEL;196.43;PSD;PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB;Eleito por QP;90877;3.0;MASCULINO;Solteiro(a);Deputado;Branca;06/02/1978;39;Superior completo;3400619.16;GO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000723.jpg;130.20;0.00;2446.43;0.00;0.00;2861.27;8217.36;0.00;13715.00;59.16;0.00;2899.85;0.00;0.00;0.00;396.61;1376.53;2.73;32105.14;0.04;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.14;0.00;0.04;0.04;0.04;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.04;0.00;0.00;0.43;-;Em Exercício;PSD;1/2/2015 até 14/7/2016, 12/11/2016 ...;28
PAULO ROBERTO FOLETTO;FOLETTO;126.25;PSB;PRTB / PSB / PSL / PTN;Eleito por QP;88110;4.91;MASCULINO;Divorciado(a);Médico;Branca;30/04/1956;61;Superior completo;1518423.33;ES;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/ES/foto/80000000357.jpg;0.00;0.00;468.75;0.00;51.04;4430.40;1500.00;0.00;13918.44;3472.23;0.00;7055.96;75.23;0.00;0.00;274.26;804.78;0.00;32051.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.22;Médico;Em Exercício;PSB;1/2/2015 ...;32
CELIO ANTONIO DA SILVEIRA;CÉLIO SILVEIRA;143.72;PSDB;PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB;Eleito por QP;110992;3.66;MASCULINO;Casado(a);Médico;Branca;19/09/1959;58;Superior completo;1458276.08;GO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000743.jpg;62.29;0.00;0.00;0.00;3.12;4561.44;15403.57;0.00;9238.80;0.00;96.54;199.99;222.01;2.68;0.00;1353.11;900.34;0.00;32043.9;0.03;0.00;0.00;0.00;0.06;0.00;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.03;0.03;0.06;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.09;0.00;0.03;0.00;0.03;0.00;0.00;0.53;Médico(a);Em Exercício;PSDB;1/2/2015 ...;32
WELITON FERNANDES PRADO;WELITON PRADO;43.47;PT;PT / PMDB / PC do B / PROS / PRB;Eleito por QP;186098;1.84;MASCULINO;Solteiro(a);Deputado;Branca;24/08/1975;42;Superior completo;927149.04;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000907.jpg;0.00;0.00;3325.00;0.00;13.28;1283.84;0.00;0.00;18696.86;7060.54;4.99;114.19;133.36;0.00;0.00;377.77;942.25;45.94;31998.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;Bacharel em Filosofia;Em Exercício;PROS;1/2/2015 ...;32
MIGUEL LOMBARDI;MIGUEL LOMBARDI;71.16;PR;PR;Eleito por média;32080;0.15;MASCULINO;Solteiro(a);Corretor de Imóveis, Seguros, Títulos e Valores;Branca;29/01/1964;53;Superior completo;403500.0;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000694.jpg;806.04;0.00;5824.16;0.00;262.72;3861.16;4427.97;0.00;4461.06;7861.96;507.54;994.14;212.50;0.00;0.00;435.89;1585.32;731.35;31971.81;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.06;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.31;Corretor de Imóveis;Em Exercício;PR;1/2/2015 ...;32
JULIO LUIZ BAPTISTA LOPES;JÚLIO LOPES;34.72;PP;PMDB / PP / PSC / PSD / PTB;Eleito por QP;96796;1.26;MASCULINO;Casado(a);Deputado;Branca;06/04/1959;58;Superior completo;1629854.94;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001447.jpg;0.00;0.00;1941.94;0.00;0.00;481.31;1395.38;0.00;5899.24;10578.61;103.50;9965.18;105.29;0.00;0.00;337.71;1160.07;2.78;31971.01;0.16;0.00;0.00;0.00;0.03;0.03;0.00;0.00;0.06;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.09;0.00;0.09;0.00;0.00;0.03;0.34;0.00;0.00;1.03;Administrador de Empresas, Professor;Em Exercício;PP;1/2/2015 ...;32
JOSE MENTOR GUILHERME DE MELLO NETTO;JOSÉ MENTOR;41.62;PT;PT / PC do B;Eleito por média;82368;0.39;MASCULINO;Casado(a);Advogado;Branca;30/09/1948;69;Superior completo;1736795.07;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000638.jpg;670.71;0.00;0.00;0.00;0.00;1194.11;4307.39;0.00;9239.59;10852.26;130.64;788.15;72.96;0.00;0.00;1318.91;2878.65;493.79;31947.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.09;ADVOGADO;Em Exercício;PT;1/2/2015 ...;32
MARIA MARGARIDA MARTINS SALOMAO;MARGARIDA SALOMÃO;41.06;PT;PT / PMDB / PC do B / PROS / PRB;Eleito por QP;78973;0.78;FEMININO;Solteiro(a);Deputado;Branca;10/06/1950;67;Superior completo;227300.0;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000883.jpg;319.59;0.00;3.44;13.02;0.00;2352.55;6157.28;0.00;724.84;9108.81;1284.87;6029.41;141.91;274.52;0.00;3148.42;1957.17;396.04;31911.88;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.09;-;Em Exercício;PT;1/2/2015 ...;32
EDSON MOREIRA DA SILVA;DELEGADO EDSON MOREIRA;59.59;PTN;PTN / PSDC;Eleito por QP;49391;0.49;MASCULINO;Divorciado(a);Vereador;Parda;16/04/1959;58;Superior completo;723370.31;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000439.jpg;832.85;0.00;7976.68;0.00;88.44;2433.01;46.88;0.00;8526.81;4419.12;110.83;4448.22;175.87;0.00;0.00;1337.07;1376.34;94.00;31866.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.16;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.22;Advogado(a),Delegado de Polícia Civil,Policial Militar,Professor de Direito;Em Exercício;PR;1/2/2015 ...;32
EZEQUIEL CORTAZ TEIXEIRA;EZEQUIEL TEIXEIRA;266.38;SD;SD / PSL;Eleito por QP;35701;0.47;MASCULINO;Casado(a);Advogado;Parda;25/02/1955;62;Superior completo;2196311.03;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000395.jpg;534.87;0.00;0.00;0.00;0.00;1090.36;5357.24;0.00;15288.97;8287.40;51.53;60.22;72.27;0.00;551.72;42.40;490.64;1.64;31829.27;0.03;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.03;0.03;0.00;0.00;0.00;0.03;0.07;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.41;Advogado(a);Em Exercício;PODE;1/2/2015 até 15/12/2015, 23/2/2016 ...;29
MARCO ANTONIO FELICIANO;PASTOR MARCO FELICIANO;62.81;PSC;PSC;Eleito por QP;398087;1.87;MASCULINO;Casado(a);Deputado;Branca;12/10/1972;45;Superior completo;1341464.92;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000388.jpg;0.00;0.00;0.00;0.00;52.42;3052.86;2500.00;0.00;13821.88;10964.08;5.90;470.43;55.88;0.00;0.00;263.66;639.43;0.00;31826.54;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.22;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.03;0.00;0.00;0.00;0.41;Conferencista, Empresário, Pastor Evangélico;Em Exercício;PSC;1/2/2015 ...;32
PAULO FERNANDO FEIJO TORRES;PAULO FEIJÓ;71.50;PR;PR / PROS;Eleito por QP;48058;0.63;MASCULINO;Casado(a);Deputado;Branca;23/03/1956;61;Superior completo;0.0;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001903.jpg;0.00;0.00;4421.88;0.00;0.00;2064.07;2390.62;0.00;10062.50;7054.83;0.00;4053.63;115.87;0.00;0.00;149.00;1502.75;0.00;31815.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;Engenheiro Mecânico;Em Exercício;PR;1/2/2015 ...;32
NILTO IGNACIO TATTO;NILTO TATTO;42.28;PT;PT / PC do B;Eleito por QP;101196;0.48;MASCULINO;Casado(a);Administrador;Branca;31/07/1963;54;Superior completo;469805.57;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000653.jpg;280.01;0.00;1267.27;0.00;0.00;1536.40;1172.81;0.00;11819.64;5988.30;150.68;6426.60;126.57;0.00;0.00;596.69;1965.80;464.55;31795.31;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.16;Coordenador de Projetos;Em Exercício;PT;1/2/2015 ...;32
ANTONIO PINHEIRO JUNIOR;TONINHO PINHEIRO;35.06;PP;DEM / PSDB / PP / PR / PSD / SD;Eleito por QP;148239;1.46;MASCULINO;Casado(a);Empresário;Parda;23/04/1960;57;Ensino Fundamental completo;950119.93;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000665.jpg;426.18;0.00;7023.12;0.00;0.00;2493.93;1821.88;0.00;13015.28;5544.42;0.00;46.89;21.19;0.00;0.00;299.48;792.50;301.54;31786.41;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.03;0.03;0.00;0.00;0.00;0.00;0.12;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.38;Comerciante;Em Exercício;PP;1/2/2015 ...;32
