Nome Civil;Nome para Urna;Numero;Partido;Coligação;Situação;Votação;% Válidos;Sexo;Estado Civil;Ocupacao;Cor/Raça;Data Nasc.;Idade;Instrucao;Bens;UF;foto;Alimentação do parlamentar;Aluguel de aeronaves;Aluguel de carros;Aluguel de embarcações;Assinatura de publicações;Combustíveis e lubrificantes;Consultorias, pesquisas e trabalhos técnicos;Cursos, palestras ou eventos;Divulgação de atividade parlamentar;Emissão de bilhete aéreo;Hospedagem fora do DF;Manutenção de escritório;Passagens aéreas;Passagens terrestres ou marítimas;Segurança particular;Serviços postais;Telefonia;Táxi, pedágio e estacionamento;Total CEAP;ADMINISTRAÇÃO PÚBLICA;AGRICULTURA;ARTE E CULTURA;CIÊNCIA E TECNOLOGIA;COMUNICAÇÕES;COMÉRCIO EXTERIOR;DEFESA E SEGURANÇA NACIONAL;DESENVOLVIMENTO REGIONAL;DESENVOLVIMENTO URBANO E TRÂNSITO;DESPORTO E LAZER;DIREITO CIVIL E PROCESSUAL CIVIL;DIREITO CONSTITUCIONAL;DIREITO DO TRABALHO E PROCESSUAL DO TRABALHO;DIREITO E DEFESA DO CONSUMIDOR;DIREITO E JUSTIÇA;DIREITO PENAL E PROCESSUAL PENAL;DIREITOS HUMANOS;EDUCAÇÃO;FINANÇAS PÚBLICAS E ORÇAMENTO;HOMENAGENS E DATAS COMEMORATIVAS;INDÚSTRIA;INFORMÁTICA;MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL;ORGANIZAÇÃO ADMINISTRATIVA DO ESTADO;ORGANIZAÇÃO POLÍTICA;POLÍTICA ECONÔMICA;POLÍTICA FUNDIÁRIA;PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;PROCESSO LEGISLATIVO;RECURSOS HÍDRICOS;RELAÇÕES INTERNACIONAIS;SAÚDE;SEGURANÇA PÚBLICA;SISTEMA FINANCEIRO;TRABALHO E EMPREGO;TRIBUTAÇÃO;TURISMO;VIAÇÃO E TRANSPORTES;TOTAL PROPOSICAO;Profissao;Situacao na Legislatura Atual;Partido Atual;Atuacao;Atuacao em meses
PAULO ROBERTO FOLETTO;FOLETTO;4040;PSB;PRTB / PSB / PSL / PTN;Eleito por QP;88110;4.91;MASCULINO;Divorciado(a);Médico;Branca;30/04/1956;61;Superior completo;1518423.33;ES;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/ES/foto/80000000357.jpg;0.0;0.0;15000.0;0.0;1633.42;141772.67;48000.0;0.0;445390.0;111111.51;0.0;225790.79;2407.35;0.0;0.0;8776.36;25752.93;0.0;1025635.03;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;7;Médico;Em Exercício;PSB;1/2/2015 ...;32
CELIO ANTONIO DA SILVEIRA;CÉLIO SILVEIRA;4599;PSDB;PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB;Eleito por QP;110992;3.66;MASCULINO;Casado(a);Médico;Branca;19/09/1959;58;Superior completo;1458276.08;GO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000743.jpg;1993.38;0.0;0.0;0.0;100.0;145966.14;492914.3;0.0;295641.5;0.0;3089.4;6399.7;7104.26;85.67;0.0;43299.47;28810.83;0.0;1025404.65;1;0;0;0;2;0;0;1;0;0;1;0;0;1;0;0;1;1;2;0;0;0;0;0;2;0;0;0;0;0;0;3;0;1;0;1;0;0;17;Médico(a);Em Exercício;PSDB;1/2/2015 ...;32
WELITON FERNANDES PRADO;WELITON PRADO;1391;PT;PT / PMDB / PC do B / PROS / PRB;Eleito por QP;186098;1.84;MASCULINO;Solteiro(a);Deputado;Branca;24/08/1975;42;Superior completo;927149.04;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000907.jpg;0.0;0.0;106400.0;0.0;424.9;41082.75;0.0;0.0;598299.4;225937.21;159.65;3654.23;4267.55;0.0;0.0;12088.66;30151.87;1470.1;1023936.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Bacharel em Filosofia;Em Exercício;PROS;1/2/2015 ...;32
ANDRE LUIZ CARVALHO RIBEIRO;ANDRE FUFUCA;5151;PEN;PEN / PMN / PHS / PSC / PT do B;Eleito por QP;56879;1.82;MASCULINO;Solteiro(a);Estudante, Bolsista, Estagiário e Assemelhados;Branca;27/08/1989;28;Ensino Médio completo;160693.2;MA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000080.jpg;472.06;30000.0;43452.5;0.0;0.0;73687.22;224037.7;0.0;364288.8;236297.4;2078.85;22835.72;0.0;0.0;0.0;6376.41;20371.43;0.0;1023898.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Médico(a);Em Exercício;PP;1/2/2015 até 20/6/2016, 19/10/2016 ...;28
MIGUEL LOMBARDI;MIGUEL LOMBARDI;2277;PR;PR;Eleito por média;32080;0.15;MASCULINO;Solteiro(a);Corretor de Imóveis, Seguros, Títulos e Valores;Branca;29/01/1964;53;Superior completo;403500.0;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000694.jpg;25793.27;0.0;186373.04;0.0;8407.07;123557.14;141695.0;0.0;142754.01;251582.74;16241.32;31812.64;6799.9;0.0;0.0;13948.38;50730.23;23403.18;1023097.92;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;10;Corretor de Imóveis;Em Exercício;PR;1/2/2015 ...;32
JULIO LUIZ BAPTISTA LOPES;JÚLIO LOPES;1111;PP;PMDB / PP / PSC / PSD / PTB;Eleito por QP;96796;1.26;MASCULINO;Casado(a);Deputado;Branca;06/04/1959;58;Superior completo;1629854.94;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001447.jpg;0.0;0.0;62142.21;0.0;0.0;15401.9;44652.0;0.0;188775.67;338515.57;3312.0;318885.74;3369.2;0.0;0.0;10806.77;37122.32;89.0;1023072.38;5;0;0;0;1;1;0;0;2;0;2;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;3;0;3;0;0;1;11;0;0;33;Administrador de Empresas, Professor;Em Exercício;PP;1/2/2015 ...;32
JOSE MENTOR GUILHERME DE MELLO NETTO;JOSÉ MENTOR;1332;PT;PT / PC do B;Eleito por média;82368;0.39;MASCULINO;Casado(a);Advogado;Branca;30/09/1948;69;Superior completo;1736795.07;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000638.jpg;21462.59;0.0;0.0;0.0;0.0;38211.39;137836.6;0.0;295667.03;347272.36;4180.61;25220.66;2334.76;0.0;0.0;42205.23;92116.82;15801.37;1022309.42;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;ADVOGADO;Em Exercício;PT;1/2/2015 ...;32
MARIA MARGARIDA MARTINS SALOMAO;MARGARIDA SALOMÃO;1314;PT;PT / PMDB / PC do B / PROS / PRB;Eleito por QP;78973;0.78;FEMININO;Solteiro(a);Deputado;Branca;10/06/1950;67;Superior completo;227300.0;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000883.jpg;10227.03;0.0;110.0;416.8;0.0;75281.73;197033.0;0.0;23194.91;291481.79;41115.9;192941.26;4541.1;8784.53;0.0;100749.55;62629.43;12673.21;1021180.24;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;-;Em Exercício;PT;1/2/2015 ...;32
MANOEL ALVES DA SILVA JUNIOR;MANOEL JUNIOR;1515;PMDB;PMDB;Eleito por média;105693;5.46;MASCULINO;Casado(a);Deputado;Branca;21/02/1964;53;Superior completo;1528793.86;PB;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PB/foto/150000000175.jpg;692.51;0.0;52698.0;0.0;0.0;125865.86;66087.0;0.0;355065.93;239539.97;0.0;70562.53;8577.51;0.0;170.0;20003.14;80532.36;0.0;1019794.81;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;1;0;0;2;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;12;Médico;Vacância;PMDB;1/2/2015 até 1/1/2017;24
EDSON MOREIRA DA SILVA;DELEGADO EDSON MOREIRA;1907;PTN;PTN / PSDC;Eleito por QP;49391;0.49;MASCULINO;Divorciado(a);Vereador;Parda;16/04/1959;58;Superior completo;723370.31;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000439.jpg;26651.27;0.0;255253.73;0.0;2830.21;77856.39;1500.0;0.0;272858.05;141411.78;3546.71;142343.03;5627.75;0.0;0.0;42786.11;44042.86;3007.88;1019715.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;Advogado(a),Delegado de Polícia Civil,Policial Militar,Professor de Direito;Em Exercício;PR;1/2/2015 ...;32
MARCO ANTONIO FELICIANO;PASTOR MARCO FELICIANO;2010;PSC;PSC;Eleito por QP;398087;1.87;MASCULINO;Casado(a);Deputado;Branca;12/10/1972;45;Superior completo;1341464.92;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000388.jpg;0.0;0.0;0.0;0.0;1677.6;97691.66;80000.0;0.0;442300.0;350850.61;188.7;15053.8;1788.0;0.0;0.0;8437.22;20461.6;0.0;1018449.19;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;13;Conferencista, Empresário, Pastor Evangélico;Em Exercício;PSC;1/2/2015 ...;32
PAULO FERNANDO FEIJO TORRES;PAULO FEIJÓ;2288;PR;PR / PROS;Eleito por QP;48058;0.63;MASCULINO;Casado(a);Deputado;Branca;23/03/1956;61;Superior completo;0.0;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001903.jpg;0.0;0.0;141500.0;0.0;0.0;66050.11;76500.0;0.0;322000.0;225754.65;0.0;129716.16;3707.72;0.0;0.0;4768.06;48087.86;0.0;1018084.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Engenheiro Mecânico;Em Exercício;PR;1/2/2015 ...;32
NILTO IGNACIO TATTO;NILTO TATTO;1353;PT;PT / PC do B;Eleito por QP;101196;0.48;MASCULINO;Casado(a);Administrador;Branca;31/07/1963;54;Superior completo;469805.57;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000653.jpg;8960.2;0.0;40552.6;0.0;0.0;49164.67;37530.0;0.0;378228.4;191625.45;4821.89;205651.35;4050.32;0.0;0.0;19094.02;62905.45;14865.58;1017449.93;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;Coordenador de Projetos;Em Exercício;PT;1/2/2015 ...;32
ANTONIO PINHEIRO JUNIOR;TONINHO PINHEIRO;1122;PP;DEM / PSDB / PP / PR / PSD / SD;Eleito por QP;148239;1.46;MASCULINO;Casado(a);Empresário;Parda;23/04/1960;57;Ensino Fundamental completo;950119.93;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000665.jpg;13637.75;0.0;224740.0;0.0;0.0;79805.75;58300.0;0.0;416488.93;177421.55;0.0;1500.4;677.93;0.0;0.0;9583.35;25360.13;9649.23;1017165.02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;4;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;12;Comerciante;Em Exercício;PP;1/2/2015 ...;32
SIMAO SESSIM;SIMÃO SESSIM;1125;PP;PMDB / PP / PSC / PSD / PTB;Eleito por QP;58825;0.77;MASCULINO;Viúvo(a);Deputado;Branca;08/12/1935;82;Superior completo;688652.02;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001454.jpg;34120.53;0.0;197588.65;0.0;647.6;88922.38;314792.5;0.0;35855.1;181472.51;0.0;102279.86;0.0;660.32;0.0;7394.26;52680.8;0.0;1016414.51;2;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;Professor e Advogado;Em Exercício;PP;1/2/2015 ...;32
DIEGO ALEXSANDER GONCALO PAULA GARCIA;DIEGO GARCIA;3131;PHS;PSDC / PEN / PTB / PHS / PMN / PROS;Eleito por QP;61063;1.08;MASCULINO;Casado(a);Vendedor de Comércio Varejista e Atacadista;Branca;10/10/1984;33;Superior incompleto;0.0;PR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000001136.jpg;13641.84;0.0;170819.97;0.0;1441.58;132226.98;35576.85;0.0;85920.7;267771.86;43893.18;124612.42;11007.28;3068.23;0.0;20887.4;66466.75;37900.07;1015235.11;3;0;0;0;1;0;0;0;2;1;1;0;0;0;1;7;3;0;0;0;1;0;0;0;0;1;0;2;3;2;0;0;0;3;0;3;0;0;34;Autônomo;Em Exercício;PHS;1/2/2015 ...;32
OTAVIO SANTOS SILVA LEITE;OTAVIO LEITE;4555;PSDB;PSDB / PPS / DEM;Eleito por QP;106398;1.39;MASCULINO;Casado(a);Deputado;Branca;29/07/1961;56;Superior completo;1178526.3;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000893.jpg;20622.11;0.0;0.0;0.0;2992.2;108058.93;11842.4;0.0;64250.15;251062.09;8412.17;354133.25;5758.88;0.0;0.0;9471.63;155532.59;22853.34;1014989.74;0;0;1;0;2;0;1;0;2;6;0;0;0;0;0;0;2;2;0;2;3;0;0;0;1;0;0;1;0;0;0;0;0;1;0;2;1;0;27;Advogado e Professor de Direito;Em Exercício;PSDB;1/2/2015 ...;32
ROBERTO DA SILVA SALES;ROBERTO SALES;1010;PRB;PRB;Eleito por QP;124087;1.62;MASCULINO;Casado(a);Administrador;Parda;14/08/1978;39;Superior completo;88000.0;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000003013.jpg;10214.72;0.0;87826.0;0.0;0.0;19349.21;400300.0;0.0;170091.0;54646.08;679.0;232492.99;10076.56;1777.0;0.0;4182.64;22717.17;579.5;1014931.87;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;2;0;3;0;0;0;0;2;2;0;0;20;Administrador,Corretor de Imóveis;Em Exercício;PRB;1/2/2015 ...;32
GABRIEL GUIMARAES DE ANDRADE;GABRIEL GUIMARÃES;1311;PT;PT / PMDB / PC do B / PROS / PRB;Eleito por QP;200014;1.97;MASCULINO;Casado(a);Deputado;Branca;06/06/1983;34;Superior completo;826768.15;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000856.jpg;23.15;0.0;181811.22;0.0;0.0;78906.96;0.0;0.0;0.0;318451.86;3599.67;342986.53;794.39;1123.67;9462.9;20664.09;50814.94;2965.39;1011604.77;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;Advogado;Em Exercício;PT;1/2/2015 ...;32
WANDERLEY ALVES DE OLIVEIRA;DELEY;1456;PTB;PMDB / PP / PSC / PSD / PTB;Eleito por média;48874;0.64;MASCULINO;Casado(a);Administrador;Branca;28/08/1959;58;Superior completo;1742587.0;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001470.jpg;596.91;0.0;108000.0;0.0;0.0;93549.19;25000.0;0.0;296178.0;215599.53;0.0;180507.92;7450.21;0.0;0.0;11443.11;72772.79;75.0;1011172.66;1;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;12;ATLETA PROFISSIONAL E TECNICO EM DESPORTOS;Em Exercício;PTB;1/2/2015 até 10/12/2015, 5/1/2016 até 16/2/2016, 19/2/2016 ...;31
VALMIR PRASCIDELLI;VALMIR PRASCIDELLI;1335;PT;PT / PC do B;Eleito por QP;84419;0.4;MASCULINO;Solteiro(a);Outros;Branca;09/04/1964;53;Superior completo;390000.0;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000671.jpg;2978.85;0.0;65623.89;0.0;0.0;84007.74;227730.0;0.0;110325.0;235363.88;14641.38;183085.74;304.57;395.22;0.0;11096.85;57932.56;17573.02;1011058.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-;Em Exercício;PT;1/2/2015 ...;32
ERONILDES VASCONCELOS CARVALHO;TIA ERON;1012;PRB;DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC;Eleito por QP;116912;1.76;FEMININO;Viúvo(a);Vereador;Preta;02/06/1972;45;Ensino Médio completo;270601.66;BA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/BA/foto/50000000670.jpg;686.44;0.0;20600.4;0.0;120.0;26642.13;4000.0;30063.09;658068.38;193950.73;587.75;5862.86;711.43;0.0;0.0;13198.99;56455.09;68.0;1011015.29;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;8;0;0;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;18;-;Licenciado;PRB;1/2/2015 até 12/1/2017, 1/2/2017 até 25/4/2017;27
MARCELO SQUASSONI;MARCELO SQUASONI;1080;PRB;PRB;Eleito por QP;30315;0.14;MASCULINO;Casado(a);Vereador;Branca;14/09/1967;50;Superior completo;1283314.74;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000001282.jpg;0.0;0.0;174481.14;0.0;823.4;42795.51;15200.0;0.0;179052.6;347212.34;332.64;107376.27;1047.83;33.0;21000.0;16247.46;66175.17;38370.58;1010147.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;6;Bacharel em Direito;Em Exercício;PRB;1/2/2015 ...;32
EROS FERREIRA BIONDINI;EROS BIONDINI;1433;PTB;PTB / PMN;Eleito por QP;179073;1.77;MASCULINO;Casado(a);Deputado;Branca;20/05/1971;46;Superior completo;1052050.0;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000120.jpg;2780.85;0.0;107860.39;0.0;0.0;131949.25;19000.0;0.0;59323.6;218008.78;15611.9;191500.59;1121.8;910.12;0.0;228722.57;29556.23;1540.91;1007886.99;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;12;Médico Veterinário, Músico;Em Exercício;PROS;1/2/2015 ...;32
ATILA FREITAS LIRA;ATILA LIRA;4040;PSB;PMDB / PTN / PTC / PDT / PSB / PSD / PRB / DEM / PSDC / PT do B / PC do B / PPS / PSDB;Eleito por QP;129276;7.46;MASCULINO;Casado(a);Economista;Branca;07/04/1947;70;Superior completo;1981128.02;PI;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000061.jpg;0.0;75430.0;296200.0;0.0;1184.51;164414.21;62300.0;0.0;45100.0;216651.6;810.0;47273.36;1911.24;0.0;1022.53;11317.13;83605.82;0.0;1007220.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Administrador de Empresas e Economista;Em Exercício;PSB;1/2/2015 ...;32
JOSE DE ANDRADE MAIA FILHO;MAINHA;7777;SD;PT / PP / PTB / PHS / PR / PROS / PRP / SD;Suplente;30419;1.75;MASCULINO;Casado(a);Empresário;Branca;31/07/1974;43;Superior completo;699500.0;PI;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000234.jpg;33244.3;22100.0;197468.43;0.0;0.0;143448.55;301500.03;0.0;88564.8;152626.32;7721.43;3199.77;12989.09;0.0;0.0;1873.99;38455.88;2997.21;1006189.8;0;0;0;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;10;-;Em Exercício;PP;12/5/2015 até 6/7/2015, 8/7/2015 até 13/4/2016, 20/4/2016 até 18/10/2016, 24/10/2016 ...;28
DANIEL ELIAS CARVALHO VILELA;DANIEL VILELA;1510;PMDB;PMDB / DEM / SD / PC do B / PRTB / PTN / PPL;Eleito por QP;179214;5.91;MASCULINO;Casado(a);Deputado;Branca;23/10/1983;34;Superior completo;928580.64;GO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000615.jpg;119.98;102567.53;223433.33;0.0;1080.0;74258.15;64380.0;0.0;22430.2;53562.61;23843.32;334701.98;4566.71;267.0;0.0;11484.51;88609.59;0.0;1005304.91;8;0;0;0;1;0;0;1;1;1;3;0;0;2;2;0;1;3;5;1;1;0;3;1;6;0;0;2;3;2;0;1;2;0;1;5;0;0;56;-;Em Exercício;PMDB;1/2/2015 ...;32
LAUDIVIO ALVARENGA CARVALHO;LAUDÍVIO CARVALHO;1580;PMDB;PT / PMDB / PC do B / PROS / PRB;Eleito por QP;78762;0.78;MASCULINO;Casado(a);Jornalista e Redator;Branca;16/07/1962;55;Superior completo;250796.66;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000872.jpg;18356.18;0.0;157633.39;0.0;776.0;82587.65;750.0;1290.0;157035.0;159838.79;29208.99;285465.65;17844.24;156.87;0.0;20834.96;60881.66;12234.72;1004894.1;5;0;0;0;4;0;0;1;2;0;1;0;0;0;0;10;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;3;0;0;0;34;Jornalista;Em Exercício;SD;1/2/2015 ...;32
ALEXANDRE VALLE CARDOSO;ALEXANDRE VALLE;4415;PRP;PRP / PRTB / PPL;Eleito por QP;26526;0.35;MASCULINO;Casado(a);Comerciante;Branca;07/04/1973;44;Superior incompleto;1431055.4;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000002704.jpg;453.94;0.0;102678.4;0.0;0.0;18986.1;61150.0;0.0;307665.23;217827.46;0.0;243544.32;4555.74;842.12;0.0;862.26;46178.79;74.0;1004818.36;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;1;1;0;0;9;-;Em Exercício;PR;1/2/2015 ...;32
RODRIGO OTAVIO SOARES PACHECO;RODRIGO PACHECO;1515;PMDB;PT / PMDB / PC do B / PROS / PRB;Eleito por QP;92743;0.92;MASCULINO;Separado(a) judicialmente;Advogado;Branca;03/11/1976;41;Superior completo;24521995.32;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000896.jpg;4135.81;0.0;164350.0;0.0;563.94;78379.88;134556.75;0.0;135953.48;221540.05;1609.9;146408.13;506.9;0.0;58100.0;8183.39;43875.36;6535.4;1004698.99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;Advogado(a);Em Exercício;PMDB;1/2/2015 ...;32
FELIX DE ALMEIDA MENDONCA JUNIOR;FELIX JR;1234;PDT;PP / PDT / PT / PTB / PR / PSD / PC do B;Eleito por QP;130583;1.96;MASCULINO;Casado(a);Outros;Branca;29/11/1963;54;Superior completo;3398014.8;BA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/BA/foto/50000000123.jpg;14944.73;0.0;141910.0;0.0;3344.7;140741.77;15000.0;0.0;359000.0;185187.66;4385.8;35599.04;10266.1;20.0;0.0;19864.43;73675.22;238.0;1004177.45;5;0;0;0;0;1;0;0;0;0;1;1;0;2;0;0;2;2;0;2;2;0;0;0;0;0;0;0;1;0;0;1;0;2;1;1;0;0;24;-;Em Exercício;PDT;1/2/2015 ...;32
CRISTIANE BRASIL FRANCISCO;CRISTIANE BRASIL;1414;PTB;PMDB / PP / PSC / PSD / PTB;Eleito por QP;81817;1.07;FEMININO;Solteiro(a);Vereador;Branca;21/12/1973;44;Superior completo;245854.7;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001460.jpg;2949.68;0.0;114826.84;0.0;0.0;29534.8;91815.0;0.0;59110.0;178457.39;1038.0;186363.1;1829.49;0.0;0.0;307622.16;29121.66;0.0;1002668.12;2;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;7;Advogada;Em Exercício;PTB;1/2/2015 ...;32
SERGIO LUCIO DE ALMEIDA;TENENTE LÚCIO;4010;PSB;PSB / PPL / PRTB;Eleito por média;67459;0.67;MASCULINO;Casado(a);Deputado;Branca;21/03/1960;57;Superior completo;1540677.16;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000001170.jpg;1883.91;0.0;64850.0;0.0;2637.95;159809.02;6000.0;0.0;355214.0;167709.32;1094.6;137130.42;0.0;0.0;0.0;47746.66;57175.34;349.4;1001600.62;4;0;0;0;2;0;0;0;6;0;4;0;0;2;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;2;0;2;1;0;0;28;-;Em Exercício;PSB;1/2/2015 ...;32
LUIS HENRIQUE DE OLIVEIRA RESENDE;LUIS TIBE;7070;PT do B;PT do B / PRP / PHS / PEN;Eleito por QP;114948;1.13;MASCULINO;Solteiro(a);Deputado;Branca;23/07/1971;46;Superior incompleto;1105683.97;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000001091.jpg;68.43;23038.0;14000.0;0.0;0.0;59537.18;84500.0;0.0;137240.0;286322.58;8077.01;247975.35;9315.07;0.0;0.0;47848.8;82783.03;162.0;1000867.45;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;7;-;Em Exercício;PTdoB;1/2/2015 ...;32
