Nome Civil;Nome para Urna;Numero;Partido;Coligação;Situação;Votação;% Válidos;Sexo;Estado Civil;Ocupacao;Cor/Raça;Data Nasc.;Idade;Instrucao;Bens;UF;foto;Alimentação do parlamentar;Aluguel de aeronaves;Aluguel de carros;Aluguel de embarcações;Assinatura de publicações;Combustíveis e lubrificantes;Consultorias, pesquisas e trabalhos técnicos;Cursos, palestras ou eventos;Divulgação de atividade parlamentar;Emissão de bilhete aéreo;Hospedagem fora do DF;Manutenção de escritório;Passagens aéreas;Passagens terrestres ou marítimas;Segurança particular;Serviços postais;Telefonia;Táxi, pedágio e estacionamento;Total CEAP;ADMINISTRAÇÃO PÚBLICA;AGRICULTURA;ARTE E CULTURA;CIÊNCIA E TECNOLOGIA;COMUNICAÇÕES;COMÉRCIO EXTERIOR;DEFESA E SEGURANÇA NACIONAL;DESENVOLVIMENTO REGIONAL;DESENVOLVIMENTO URBANO E TRÂNSITO;DESPORTO E LAZER;DIREITO CIVIL E PROCESSUAL CIVIL;DIREITO CONSTITUCIONAL;DIREITO DO TRABALHO E PROCESSUAL DO TRABALHO;DIREITO E DEFESA DO CONSUMIDOR;DIREITO E JUSTIÇA;DIREITO PENAL E PROCESSUAL PENAL;DIREITOS HUMANOS;EDUCAÇÃO;FINANÇAS PÚBLICAS E ORÇAMENTO;HOMENAGENS E DATAS COMEMORATIVAS;INDÚSTRIA;INFORMÁTICA;MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL;ORGANIZAÇÃO ADMINISTRATIVA DO ESTADO;ORGANIZAÇÃO POLÍTICA;POLÍTICA ECONÔMICA;POLÍTICA FUNDIÁRIA;PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;PROCESSO LEGISLATIVO;RECURSOS HÍDRICOS;RELAÇÕES INTERNACIONAIS;SAÚDE;SEGURANÇA PÚBLICA;SISTEMA FINANCEIRO;TRABALHO E EMPREGO;TRIBUTAÇÃO;TURISMO;VIAÇÃO E TRANSPORTES;TOTAL PROPOSICAO;Profissao;Situacao na Legislatura Atual;Partido Atual;Atuacao;Atuacao em meses
JOHNATHAN PEREIRA DE JESUS;JOHNATHAN DE JESUS;1011;PRB;PSDB / PR / PRB / PSD / SD / PROS / PRP / PMDB / PSB / PTN;Eleito por QP;20677;8.68;MASCULINO;Solteiro(a);Deputado;Parda;03/09/1983;34;Superior completo;629320.63;RR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RR/foto/230000000264.jpg;0.0;0.0;308000.0;0.0;0.0;145531.42;268000.0;0.0;445300.0;166817.44;6884.4;416.8;0.0;0.0;0.0;8730.77;19731.53;0.0;1369412.36;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;Empresário;Em Exercício;PRB;1/2/2015 ...;32
EDIO VIEIRA LOPES;EDIO LOPES;1515;PMDB;PSDB / PR / PRB / PSD / SD / PROS / PRP / PMDB / PSB / PTN;Eleito por QP;15290;6.42;MASCULINO;Casado(a);Deputado;Preta;04/01/1952;65;Ensino Médio completo;397738.28;RR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RR/foto/230000000261.jpg;648.75;60625.0;244770.85;5500.0;0.0;125659.81;21227.1;0.0;259670.0;438299.65;9322.74;141463.6;18590.72;0.0;0.0;2986.0;26451.32;327.53;1355543.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;4;Servidor Público;Em Exercício;PR;1/2/2015 ...;32
VINICIUS DE AZEVEDO GURGEL;VINÍCIUS GURGEL;2222;PR;PR / PRB / PHS / PROS / PSDC / PEN / PV / PT do B;Eleito por QP;18661;4.83;MASCULINO;Casado(a);Deputado;Branca;31/07/1978;39;Superior completo;813329.17;AP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AP/foto/30000000338.jpg;0.0;0.0;208722.8;0.0;0.0;142714.78;95000.0;0.0;102000.0;230848.25;0.0;534080.0;726.33;0.0;0.0;1925.88;6916.04;0.0;1322934.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Contador;Em Exercício;PR;1/2/2015 ...;32
ALAN RICK MIRANDA;ALAN RICK;1012;PRB;PT / PEN / PROS / PDT / PTB / PSL / PTN / PSDC / PHS / PSB / PRP / PPL / PRB / PC do B;Eleito por média;17903;4.48;MASCULINO;Casado(a);Jornalista e Redator;Branca;23/10/1976;41;Superior completo;355000.0;AC;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000173.jpg;13222.13;5000.0;131429.02;0.0;1800.0;136743.65;103495.0;0.0;604170.0;201540.87;10692.75;68196.47;4120.24;0.0;0.0;10124.75;27916.95;166.0;1318617.83;1;0;0;0;1;1;0;2;1;0;0;0;0;2;0;0;4;4;0;0;0;0;3;0;0;0;0;1;0;0;0;3;2;0;0;2;0;2;29;Administrador de Empresas,Jornalista;Em Exercício;DEM;1/2/2015 ...;32
NILTON BALBINO;NILTON CAPIXABA;1406;PTB;PMDB / PRTB / PC do B / PDT / PRP / PSB / PTB / PSL / PTN;Eleito por QP;42353;5.3;MASCULINO;Casado(a);Deputado;Branca;09/02/1960;57;Superior completo;159852.07;RO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RO/foto/220000000247.jpg;0.0;0.0;289000.0;0.0;0.0;84023.23;0.0;0.0;572093.14;264098.07;0.0;21308.7;9925.95;0.0;0.0;9666.95;66091.96;0.0;1316208.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Empresário;Em Exercício;PTB;1/2/2015 ...;32
HIRAN MANUEL GONCALVES DA SILVA;DR. HIRAN GONÇALVES;3333;PMN;PRTB / PHS / PPL / PMN / PEN / PSDC / PT do B / PSC / PSL / PPS;Eleito por QP;9048;3.8;MASCULINO;Divorciado(a);Médico;Parda;19/06/1957;60;Superior completo;765556.66;RR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RR/foto/230000000181.jpg;6082.18;0.0;198360.04;0.0;0.0;91796.9;90700.0;0.0;414500.37;178339.78;8504.88;149047.28;7325.11;0.0;84700.0;41516.54;38393.48;723.96;1309990.52;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;5;Médico Legista,Médico(a);Em Exercício;PP;1/2/2015 ...;32
ABEL SALVADOR MESQUITA JUNIOR;ABEL GALINHA;1234;PDT;PT / PDT / PV / PTC / PC do B;Eleito por QP;8834;3.71;MASCULINO;Casado(a);Empresário;Branca;29/03/1962;55;Superior incompleto;1907500.0;RR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RR/foto/230000000452.jpg;234.72;0.0;168537.1;9500.0;0.0;100550.95;287000.0;0.0;315000.0;202070.81;0.0;2261.57;1926.98;0.0;178700.0;1079.85;27759.1;21.7;1294642.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Empresário;Em Exercício;DEM;1/2/2015 ...;32
REMIDIO MONAI MONTESSI;REMIDIO DA AMATUR;2233;PR;PSDB / PR / PRB / PSD / SD / PROS / PRP / PMDB / PSB / PTN;Eleito por QP;15492;6.51;MASCULINO;Divorciado(a);Deputado;Branca;07/08/1966;51;Ensino Médio completo;1640211.82;RR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RR/foto/230000000268.jpg;0.0;0.0;289999.91;0.0;2354.25;163298.11;16568.0;0.0;303911.0;217220.64;3490.92;13062.96;0.0;0.0;237000.0;2510.15;44703.23;0.0;1294119.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;Em Exercício;PR;1/2/2015 ...;32
JESSICA ROJAS SALES;FAGNER SALES;1515;PMDB;PP / PMDB / PSC / PR / PPS / PTC / PSDB / PSD / PT do B / SD;Eleito por QP;20339;5.09;MASCULINO;Casado(a);Advogado;Branca;05/10/1982;35;Superior completo;490000.0;AC;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000606.jpg;7867.1;72000.0;10315.33;11800.0;0.0;150056.29;0.0;0.0;698725.0;281499.64;2264.45;618.85;8105.72;22.0;0.0;10752.85;23261.97;11069.0;1288358.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;Em Exercício;PMDB;1/2/2015 ...;32
CARLOS AUGUSTO ANDRADE SILVA;CARLOS ANDRADE;3131;PHS;PRTB / PHS / PPL / PMN / PEN / PSDC / PT do B / PSC / PSL / PPS;Eleito por média;6733;2.83;MASCULINO;Casado(a);Servidor Público Federal;Parda;26/09/1964;53;Superior completo;1030407.95;RR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RR/foto/230000000167.jpg;2313.61;0.0;199767.62;0.0;0.0;117907.37;42400.0;0.0;424177.98;264130.86;12318.24;158566.91;5318.47;0.0;0.0;708.2;58291.63;233.0;1286133.89;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;Administrador,Eletricitário;Em Exercício;PHS;1/2/2015 ...;32
LINDOMAR BARBOSA ALVES;LINDOMAR GARÇON;1521;PMDB;PMDB / PRTB / PC do B / PDT / PRP / PSB / PTB / PSL / PTN;Eleito por média;24146;3.02;MASCULINO;Casado(a);Comerciante;Parda;18/10/1969;48;Superior incompleto;458500.0;RO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RO/foto/220000000239.jpg;0.0;0.0;263700.0;0.0;0.0;101058.0;40719.97;0.0;366150.0;310537.93;11376.0;91352.5;2474.63;0.0;0.0;49929.19;37666.69;0.0;1274964.91;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;Comerciante;Em Exercício;PRB;1/2/2015 ...;32
WHERLES FERNANDES DA ROCHA;MAJOR ROCHA;4545;PSDB;PP / PMDB / PSC / PR / PPS / PTC / PSDB / PSD / PT do B / SD;Eleito por QP;23466;5.88;MASCULINO;Casado(a);Deputado;Branca;23/10/1968;49;Superior completo;430000.0;AC;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000607.jpg;9930.13;33000.0;122208.74;0.0;3583.27;109788.42;11800.0;4270.0;540908.17;351775.26;22880.68;23190.45;218.35;128.8;0.0;6048.09;34210.39;417.0;1274357.75;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;3;0;0;0;13;Bacharel  em Direito,Jornalista,Oficial da Polícia Militar;Em Exercício;PSDB;1/2/2015 ...;32
ZENAIDE MAIA CALADO PEREIRA DOS SANTOS;DRA ZENAIDE MAIA;2222;PR;PMDB / PR / PSB / PROS / PDT / SD / PSC / DEM / PV / PMN / PRP / PSDB / PSDC / PRB;Eleito por QP;134588;8.51;FEMININO;Casado(a);Médico;Branca;27/11/1954;63;Superior completo;1455381.34;RN;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RN/foto/200000000135.jpg;2014.91;0.0;97552.9;0.0;100.01;59332.58;292900.0;0.0;507200.0;196735.99;570.41;57398.22;4381.73;0.0;0.0;15645.29;40158.82;26.0;1274016.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3;Médica;Em Exercício;PR;1/2/2015 ...;32
DOMINGOS GOMES DE AGUIAR NETO;DOMINGOS NETO;9090;PROS;PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS;Eleito por QP;185226;4.24;MASCULINO;Solteiro(a);Deputado;Branca;29/04/1988;29;Superior incompleto;723976.77;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000779.jpg;0.0;111830.0;8000.0;0.0;0.0;78454.06;684753.57;0.0;196260.0;174591.93;706.54;264.5;2240.15;0.0;0.0;829.49;15809.06;0.0;1273739.3;2;0;0;0;0;0;0;4;1;0;0;0;0;0;0;2;0;2;0;2;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;17;Empresário;Em Exercício;PSD;1/2/2015 ...;32
LEONARDO CUNHA DE BRITO;LÉO DO PT;1331;PT;PT / PEN / PROS / PDT / PTB / PSL / PTN / PSDC / PHS / PSB / PRP / PPL / PRB / PC do B;Eleito por QP;20876;5.23;MASCULINO;Casado(a);Advogado;Branca;13/04/1979;38;Superior completo;160507.58;AC;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AC/foto/10000000163.jpg;9065.31;21970.0;176196.73;0.0;8133.0;146243.28;10250.0;0.0;257204.0;326872.06;21283.65;258099.18;1103.29;42.4;0.0;777.45;33829.28;2599.05;1273668.68;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;Advogado(a),Professor de Direito;Em Exercício;PT;1/2/2015 ...;32
EXPEDITO GONCALVES FERREIRA NETTO;EXPEDITO NETTO;7745;SD;PSDB / PSDC / PSD / PEN / SD / PHS / PSC / PMN / PT do B / PRB / DEM;Eleito por média;25691;3.22;MASCULINO;Solteiro(a);Empresário;Parda;05/10/1988;29;Superior incompleto;1775000.0;RO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RO/foto/220000000037.jpg;226.97;0.0;295576.85;0.0;0.0;72442.56;11550.0;0.0;625749.97;130903.33;7170.92;57355.08;6040.68;0.0;0.0;7031.9;59458.44;0.0;1273506.7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;1;0;0;1;0;0;0;0;2;1;1;0;0;1;0;0;1;0;1;13;-;Em Exercício;PSD;1/2/2015 ...;32
MARIA GORETE PEREIRA;GORETE PEREIRA;2233;PR;PMDB / PSC / PR / PRP / PSDB;Eleito por QP;130983;3.0;FEMININO;Divorciado(a);Fisioterapeuta e Terapeuta Ocupacional;Branca;10/04/1952;65;Superior completo;884097.1;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000586.jpg;1708.41;27500.0;157310.6;0.0;9130.57;135635.12;57300.0;0.0;588090.71;191371.46;1195.68;5944.25;3099.94;0.0;0.0;17363.82;76258.66;18.0;1271927.22;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;3;3;0;0;15;FISIOTERAPEUTA;Em Exercício;PR;1/2/2015 ...;32
SILAS CAMARA;SILAS CAMARA;5555;PSD;PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD;Eleito por QP;166281;10.03;MASCULINO;Casado(a);Deputado;Parda;15/12/1962;55;Superior completo;0.0;AM;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AM/foto/40000000360.jpg;0.0;333687.2;0.0;0.0;500.0;39692.59;0.0;0.0;628979.09;227920.81;0.0;0.0;0.0;0.0;0.0;5044.84;34425.28;0.0;1270249.81;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;Empresário;Em Exercício;PRB;1/2/2015 ...;32
ARNALDO JORDY FIGUEIREDO;JORDY;2323;PPS;PSDB / PSD / PSB / PP / PSC / PTB / PPS / PT do B / PTC;Eleito por QP;70950;1.89;MASCULINO;Solteiro(a);Deputado;Branca;30/11/1958;59;Superior completo;300000.0;PA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PA/foto/140000000934.jpg;20829.3;36050.0;168000.0;0.0;360.0;112756.54;50.08;0.0;150814.41;313782.52;1442.0;361319.95;6137.39;32.97;1952.81;3478.45;91505.59;144.3;1268656.31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;1;3;0;0;0;0;0;1;0;0;9;Político;Em Exercício;PPS;1/2/2015 ...;32
JOSE NOBRE GUIMARAES;JOSÉ GUIMARÃES;1322;PT;PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS;Eleito por QP;209032;4.79;MASCULINO;Solteiro(a);Advogado;Branca;10/02/1959;58;Superior completo;721820.66;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000793.jpg;0.0;6500.0;129010.0;0.0;0.0;65782.56;27500.0;0.0;190513.27;447172.32;4761.17;220953.96;1369.7;0.0;47147.19;18980.71;100072.36;0.0;1259763.24;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4;ADVOGADO;Em Exercício;PT;1/2/2015 ...;32
ATILA SIDNEY LINS ALBUQUERQUE;ATILA LINS;5525;PSD;PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD;Eleito por média;89453;5.39;MASCULINO;Casado(a);Deputado;Parda;22/11/1950;67;Superior completo;1880767.0;AM;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AM/foto/40000000356.jpg;0.0;709500.01;0.0;0.0;0.0;3000.0;71999.95;0.0;13000.0;314250.16;0.0;1335.23;15278.0;0.0;0.0;5538.36;122892.47;0.0;1256794.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;"Bacharel em Direito, graduado pela Universidade Federal do Amazonas em 1.976; Advogado com inscrição na OAB/AM nº 1.000 ; Bacharel em Economia, graduado pela Universidade Federal do Amazonas em 1.986; Auditor Concursado do TCE/AM, 1.977";Em Exercício;PSD;1/2/2015 ...;32
RUBENS PEREIRA E SILVA JUNIOR;RUBENS PEREIRA JÚNIOR;6565;PC do B;SD / PP / PC do B / PPS / PSDB / PSB;Eleito por QP;118115;3.77;MASCULINO;Casado(a);Deputado;Branca;16/03/1984;33;Superior completo;653912.76;MA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000627.jpg;1116.54;0.0;0.0;0.0;216.96;124188.68;256480.0;0.0;542880.0;161685.81;226.35;94834.03;1382.0;0.0;0.0;14102.08;58954.21;75.0;1256141.66;6;0;0;0;0;0;0;3;0;0;0;1;0;0;0;18;0;3;1;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;2;0;0;40;Advogado(a);Em Exercício;PCdoB;1/2/2015 ...;32
MARCOS ROGERIO DA SILVA BRITO;MARCOS ROGERIO;1234;PDT;PMDB / PRTB / PC do B / PDT / PRP / PSB / PTB / PSL / PTN;Eleito por QP;60780;7.61;MASCULINO;Casado(a);Advogado;Parda;07/07/1978;39;Superior completo;733005.5;RO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RO/foto/220000000242.jpg;24784.97;44320.0;229869.4;0.0;300.0;161394.66;45502.06;0.0;261213.14;2110.73;31347.36;89027.44;293681.1;21.85;0.0;7295.24;62807.77;979.6;1254655.32;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;7;-;Em Exercício;DEM;1/2/2015 ...;32
ROMULO JOSE DE GOUVEIA;RÔMULO GOUVEIA;5555;PSD;PSDB / PEN / PR / PTB / PSD / SD / PMN / PPS / PT do B / PTN / PRB / PSDC / PSC / PP;Eleito por QP;84820;4.38;MASCULINO;Casado(a);Servidor Público Estadual;Branca;19/03/1965;52;Superior completo;815582.76;PB;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PB/foto/150000000497.jpg;6227.81;0.0;263900.0;0.0;0.0;151267.42;0.0;0.0;462602.84;197285.42;15258.45;120231.58;3347.58;0.0;986.78;11389.37;21168.35;0.0;1253665.6;13;5;0;1;17;0;0;0;18;4;11;0;0;24;0;3;31;5;0;5;11;0;4;0;2;0;0;1;0;6;0;5;2;5;5;2;1;1;182;Servidor Público;Em Exercício;PSD;1/2/2015 ...;32
LUIZ GIONILSON PINHEIRO BORGES;CABUÇU;1512;PMDB;PP / PDT / PMDB;Eleito por média;18709;4.85;MASCULINO;Solteiro(a);Locutor e Comentarista de Rádio e Televisão e Radialista;Parda;06/03/1964;53;Superior completo;85000.0;AP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AP/foto/30000000122.jpg;0.0;0.0;257151.6;0.0;0.0;57607.83;87000.0;0.0;388250.0;132336.69;1350.0;168457.24;1069.14;0.0;120700.0;17096.85;20041.84;0.0;1251061.19;0;0;2;0;3;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;Comunicador de Rádio,Economista;Em Exercício;PMDB;1/2/2015 ...;32
LUIZ ODORICO MONTEIRO DE ANDRADE;ODORICO;1331;PT;PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS;Eleito por QP;121640;2.79;MASCULINO;Casado(a);Professor de Ensino Superior;Branca;11/08/1961;56;Superior completo;791891.43;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000795.jpg;3113.71;153745.03;147392.76;0.0;2153.03;125786.06;21919.0;30033.65;181052.89;370137.27;16515.22;42506.12;50055.99;0.0;0.0;10508.35;94114.7;1873.79;1250907.57;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;7;Médico(a);Em Exercício;PSB;1/2/2015 ...;32
ANTONIO JACOME DE LIMA JUNIOR;JÁCOME;3333;PMN;PMDB / PR / PSB / PROS / PDT / SD / PSC / DEM / PV / PMN / PRP / PSDB / PSDC / PRB;Eleito por média;71555;4.53;MASCULINO;Casado(a);Deputado;Branca;26/05/1962;55;Superior completo;2492398.24;RN;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RN/foto/200000000133.jpg;28800.58;0.0;112400.0;0.0;0.0;87788.56;266200.0;0.0;507662.0;187749.86;4483.95;22083.76;1340.02;0.0;0.0;1279.72;27587.7;2265.75;1249641.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;4;Advogado(a),Médico(a),Teólogo;Em Exercício;PODE;1/2/2015 ...;32
SAGUAS MORAES SOUSA;SÁGUAS MORAES;1313;PT;PT / PMDB / PROS / PR;Eleito por QP;97858;6.73;MASCULINO;Casado(a);Deputado;Branca;11/04/1963;54;Superior completo;546599.24;MT;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MT/foto/110000000297.jpg;12086.03;229340.46;215285.0;0.0;2258.3;100254.19;0.0;0.0;191153.96;176896.6;40252.26;156631.75;4687.19;1257.96;0.0;22789.52;95427.08;243.07;1248563.37;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Médico;Em Exercício;PT;1/2/2015 ...;32
JULIO CESAR DE CARVALHO LIMA;JÚLIO CÉSAR;5555;PSD;PMDB / PTN / PTC / PDT / PSB / PSD / PRB / DEM / PSDC / PT do B / PC do B / PPS / PSDB;Eleito por QP;99750;5.75;MASCULINO;Casado(a);Deputado;Branca;25/08/1948;69;Superior completo;2008505.41;PI;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000054.jpg;0.0;253370.0;249000.0;0.0;10155.6;167153.59;48740.0;0.0;40503.0;260614.73;0.0;4512.41;19746.27;0.0;84000.0;13810.5;96882.92;0.0;1248489.02;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;PROFESSOR, ADVOGADO E PRODUTOR RURAL;Em Exercício;PSD;1/2/2015 ...;32
JOSE WELLINGTON ROBERTO;WELLINGTON ROBERTO;2222;PR;PSDB / PEN / PR / PTB / PSD / SD / PMN / PPS / PT do B / PTN / PRB / PSDC / PSC / PP;Eleito por QP;104799;5.41;MASCULINO;Casado(a);Empresário;Parda;19/05/1959;58;Superior incompleto;2450196.15;PB;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PB/foto/150000000492.jpg;6251.62;0.0;19000.0;0.0;0.0;58078.12;82000.0;0.0;768100.0;233599.96;4356.1;15404.8;7293.04;0.0;0.0;8114.14;41665.33;3799.0;1247662.11;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;6;Não informada;Em Exercício;PR;1/2/2015 ...;32
MARIA HELENA VERONESE RODRIGUES;MARIA HELENA;4040;PSB;PSDB / PR / PRB / PSD / SD / PROS / PRP / PMDB / PSB / PTN;Eleito por média;7481;3.14;FEMININO;Casado(a);Advogado;Branca;15/06/1949;68;Superior completo;2275212.85;RR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RR/foto/230000000280.jpg;12415.89;0.0;155050.0;0.0;0.0;129743.5;25600.28;0.0;427365.06;363722.16;11392.75;58504.88;5690.46;0.0;0.0;6002.66;50339.68;718.7;1246546.02;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;Advogada;Em Exercício;PSB;1/2/2015 ...;32
ANTONIO ROBERTO RODRIGUES GOES DA SILVA;ROBERTO GÓES;1212;PDT;PP / PDT / PMDB;Eleito por QP;22134;5.73;MASCULINO;Divorciado(a);Administrador;Parda;22/06/1966;51;Superior completo;404060.5;AP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AP/foto/30000000087.jpg;0.0;0.0;0.0;0.0;320.0;39592.89;157000.0;0.0;376104.5;294090.2;1048.86;141420.09;0.0;0.0;216700.0;1356.56;18122.65;0.0;1245755.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Administrador;Em Exercício;PDT;1/2/2015 ...;32
