"Seletores";"Cargo";"UF";"Qt VotosVálidos";"Qt Vagas  QE";"QE";"Legenda";"Qt VotosVálidos QP";"Qt VagasQP";"Qt VagasMédia";
"";"";"AM";"1.658.770";"24";"69.115";"PMDB / PP / PT / PTB / PRB";"410.613";"5";"2"
"";"";"";"1.658.770";"24";"69.115";"PSB";"86.591";"1";"0"
"";"";"";"1.658.770";"24";"69.115";"DEM / PEN / PHS";"115.885";"1";"0"
"";"";"";"1.658.770";"24";"69.115";"PR / PT do B / PSL / SD / PRP";"126.376";"1";"1"
"";"";"";"1.658.770";"24";"69.115";"PMN";"6.619";"0";"0"
"";"";"";"1.658.770";"24";"69.115";"PCB";"1.046";"0";"0"
"";"";"";"1.658.770";"24";"69.115";"PPS / PDT";"121.594";"1";"1"
"";"";"";"1.658.770";"24";"69.115";"PSDC / PPL";"49.848";"0";"0"
"";"";"";"1.658.770";"24";"69.115";"PROS / PSD / PSDB / PSC";"409.781";"5";"2"
"";"";"";"1.658.770";"24";"69.115";"PV / PTC";"85.755";"1";"0"
"";"";"";"1.658.770";"24";"69.115";"PSOL";"10.348";"0";"0"
"";"";"";"1.658.770";"24";"69.115";"PSTU";"1.828";"0";"0"
"";"";"";"1.658.770";"24";"69.115";"PTN / PRTB";"154.078";"2";"0"
"";"";"";"1.658.770";"24";"69.115";"PC do B";"78.408";"1";"0"
"Subtotal";"";"";"23.222.780";"336";"967.610";"";"1.658.770";"18";"6"
"";"";"AP";"393.168";"24";"16.382";"PROS / PV / PSDC / PEN";"41.893";"2";"1"
"";"";"";"393.168";"24";"16.382";"PRP";"7.409";"0";"0"
"";"";"";"393.168";"24";"16.382";"PSTU";"1.208";"0";"0"
"";"";"";"393.168";"24";"16.382";"PSB";"36.089";"2";"0"
"";"";"";"393.168";"24";"16.382";"PP / PDT / PMDB";"61.357";"3";"1"
"";"";"";"393.168";"24";"16.382";"PT do B / PTN";"17.990";"1";"0"
"";"";"";"393.168";"24";"16.382";"PSOL / PT / PC do B";"38.124";"2";"0"
"";"";"";"393.168";"24";"16.382";"PTB / PPS / PRTB / PMN / PTC / PPL";"36.381";"2";"0"
"";"";"";"393.168";"24";"16.382";"PSC";"28.478";"1";"1"
"";"";"";"393.168";"24";"16.382";"DEM / PSDB / SD / PSD";"52.272";"3";"0"
"";"";"";"393.168";"24";"16.382";"PR / PRB / PHS";"71.967";"4";"1"
"Subtotal";"";"";"4.324.848";"264";"180.202";"";"393.168";"20";"4"
"";"";"BA";"6.858.831";"63";"108.870";"PSTU";"6.263";"0";"0"
"";"";"";"6.858.831";"63";"108.870";"PSOL";"82.260";"0";"0"
"";"";"";"6.858.831";"63";"108.870";"DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC";"2.467.910";"22";"1"
"";"";"";"6.858.831";"63";"108.870";"PMN";"23.190";"0";"0"
"";"";"";"6.858.831";"63";"108.870";"PC do B";"348.428";"3";"0"
"";"";"";"6.858.831";"63";"108.870";"PSB / PSL / PPL";"310.925";"2";"1"
"";"";"";"6.858.831";"63";"108.870";"PPS / PSDC / PTC / PV / PRP / PT do B";"472.493";"4";"0"
"";"";"";"6.858.831";"63";"108.870";"PP / PDT / PT / PTB / PR / PSD";"3.087.519";"28";"2"
"";"";"";"6.858.831";"63";"108.870";"PRTB / PEN";"59.843";"0";"0"
"Subtotal";"";"";"61.729.479";"567";"979.830";"";"6.858.831";"59";"4"
"";"";"CE";"4.461.969";"46";"96.999";"PSC";"103.679";"1";"0"
"";"";"";"4.461.969";"46";"96.999";"PDT";"326.841";"3";"0"
"";"";"";"4.461.969";"46";"96.999";"PMDB / PR / DEM / PRP / PSDB";"981.096";"10";"1"
"";"";"";"4.461.969";"46";"96.999";"PC do B";"187.906";"1";"1"
"";"";"";"4.461.969";"46";"96.999";"PRB / PT / PTB / PSL / PHS / PV / PSD / SD / PROS";"2.044.402";"21";"1"
"";"";"";"4.461.969";"46";"96.999";"PT do B / PMN / PP";"213.988";"2";"0"
"";"";"";"4.461.969";"46";"96.999";"PEN / PRTB / PPL";"133.731";"1";"0"
"";"";"";"4.461.969";"46";"96.999";"PTC";"67.168";"0";"0"
"";"";"";"4.461.969";"46";"96.999";"PTN / PPS / PSDC";"278.267";"2";"1"
"";"";"";"4.461.969";"46";"96.999";"PSTU / PCB / PSOL";"109.830";"1";"0"
"";"";"";"4.461.969";"46";"96.999";"PSB";"15.061";"0";"0"
"Subtotal";"";"";"49.081.659";"506";"1.066.989";"";"4.461.969";"42";"4"
"";"";"ES";"1.902.434";"30";"63.414";"PDT / PT";"307.778";"4";"1"
"";"";"";"1.902.434";"30";"63.414";"PMDB / PEN / DEM";"421.844";"6";"1"
"";"";"";"1.902.434";"30";"63.414";"PR / PV / PSC / PPL";"131.563";"2";"0"
"";"";"";"1.902.434";"30";"63.414";"PCB / PSTU";"2.188";"0";"0"
"";"";"";"1.902.434";"30";"63.414";"PRP / PROS";"188.015";"2";"1"
"";"";"";"1.902.434";"30";"63.414";"PRB / PTC / PHS / PRTB / PSDC / PC do B";"162.192";"2";"0"
"";"";"";"1.902.434";"30";"63.414";"PSB / PPS / PSD / PMN";"340.695";"5";"1"
"";"";"";"1.902.434";"30";"63.414";"SD / PSDB";"203.655";"3";"0"
"";"";"";"1.902.434";"30";"63.414";"PSOL";"8.706";"0";"0"
"";"";"";"1.902.434";"30";"63.414";"PTN / PSL / PT do B / PP / PTB";"135.798";"2";"0"
"Subtotal";"";"";"19.024.340";"300";"634.140";"";"1.902.434";"26";"4"
"";"";"GO";"3.135.604";"41";"76.478";"PSDB / PP / PR / PSD / PTB";"1.254.669";"16";"3"
"";"";"";"3.135.604";"41";"76.478";"PT do B";"3.268";"0";"0"
"";"";"";"3.135.604";"41";"76.478";"PROS / PPS / PEN / PV";"112.789";"1";"0"
"";"";"";"3.135.604";"41";"76.478";"PSB / PSC / PRP";"186.068";"2";"0"
"";"";"";"3.135.604";"41";"76.478";"PT";"324.390";"4";"0"
"";"";"";"3.135.604";"41";"76.478";"PTN / PRTB / PC do B / PPL / SD";"245.159";"3";"0"
"";"";"";"3.135.604";"41";"76.478";"PSL / PTC";"131.169";"1";"0"
"";"";"";"3.135.604";"41";"76.478";"PSDC";"25.260";"0";"0"
"";"";"";"3.135.604";"41";"76.478";"PDT / PMN";"189.144";"2";"0"
"";"";"";"3.135.604";"41";"76.478";"DEM / PMDB";"422.573";"5";"1"
"";"";"";"3.135.604";"41";"76.478";"PSTU";"1.674";"0";"0"
"";"";"";"3.135.604";"41";"76.478";"PSOL";"15.654";"0";"0"
"";"";"";"3.135.604";"41";"76.478";"PHS";"142.381";"1";"1"
"";"";"";"3.135.604";"41";"76.478";"PRB";"79.511";"1";"0"
"";"";"";"3.135.604";"41";"76.478";"PCB";"1.895";"0";"0"
"Subtotal";"";"";"47.034.060";"615";"1.147.170";"";"3.135.604";"36";"5"
"";"";"MA";"3.192.311";"42";"76.007";"PPL";"12.561";"0";"0"
"";"";"";"3.192.311";"42";"76.007";"PEN / PMN / PHS / PSD";"265.668";"3";"0"
"";"";"";"3.192.311";"42";"76.007";"PSOL";"11.002";"0";"0"
"";"";"";"3.192.311";"42";"76.007";"PMDB / DEM / PTB / PV / PT do B / PSC / PRTB / PR";"1.110.756";"14";"2"
"";"";"";"3.192.311";"42";"76.007";"PTC";"100.352";"1";"0"
"";"";"";"3.192.311";"42";"76.007";"PSB / PDT / PC do B / PSDB";"608.474";"8";"1"
"";"";"";"3.192.311";"42";"76.007";"PP / PROS / SD / PPS";"253.567";"3";"0"
"";"";"";"3.192.311";"42";"76.007";"PRP / PSDC / PTN";"267.091";"3";"0"
"";"";"";"3.192.311";"42";"76.007";"PSL";"139.263";"1";"1"
"";"";"";"3.192.311";"42";"76.007";"PRB";"242.613";"3";"0"
"";"";"";"3.192.311";"42";"76.007";"PCB";"4.603";"0";"0"
"";"";"";"3.192.311";"42";"76.007";"PT";"169.623";"2";"0"
"";"";"";"3.192.311";"42";"76.007";"PSTU";"6.738";"0";"0"
"Subtotal";"";"";"41.500.043";"546";"988.091";"";"3.192.311";"38";"4"
"";"";"MG";"10.404.855";"77";"135.128";"PT / PROS / PMDB / PRB";"2.816.772";"20";"3"
"";"";"";"10.404.855";"77";"135.128";"PCO";"0";"0";"0"
"";"";"";"10.404.855";"77";"135.128";"PC do B";"406.792";"3";"0"
"";"";"";"10.404.855";"77";"135.128";"PSB / PPL / PRTB";"478.488";"3";"0"
"";"";"";"10.404.855";"77";"135.128";"PMN";"176.116";"1";"0"
"";"";"";"10.404.855";"77";"135.128";"DEM / PSDB / PP / PSD / PPS";"2.689.864";"19";"2"
"";"";"";"10.404.855";"77";"135.128";"PTB / SD";"603.076";"4";"0"
"";"";"";"10.404.855";"77";"135.128";"PCB";"35.651";"0";"0"
"";"";"";"10.404.855";"77";"135.128";"PSC / PTC / PSL";"485.492";"3";"0"
"";"";"";"10.404.855";"77";"135.128";"PTN / PSDC";"390.323";"2";"1"
"";"";"";"10.404.855";"77";"135.128";"PSTU / PSOL";"75.730";"0";"0"
"";"";"";"10.404.855";"77";"135.128";"PR";"489.704";"3";"0"
"";"";"";"10.404.855";"77";"135.128";"PRP / PEN / PHS";"342.816";"2";"0"
"";"";"";"10.404.855";"77";"135.128";"PDT / PV";"981.199";"7";"1"
"";"";"";"10.404.855";"77";"135.128";"PT do B";"432.832";"3";"0"
"Subtotal";"";"";"156.072.825";"1.155";"2.026.920";"";"10.404.855";"70";"7"
"";"";"MS";"1.312.924";"24";"54.705";"PDT / PSDC";"131.085";"2";"1"
"";"";"";"1.312.924";"24";"54.705";"PTB / PSL / PRP";"44.939";"0";"0"
"";"";"";"1.312.924";"24";"54.705";"PSOL";"4.712";"0";"0"
"";"";"";"1.312.924";"24";"54.705";"PT / PR / PROS";"296.184";"5";"1"
"";"";"";"1.312.924";"24";"54.705";"PSB / PT do B / PRTB / PHS / PSC / PEN / PRB";"210.198";"3";"1"
"";"";"";"1.312.924";"24";"54.705";"PTN";"25.421";"0";"0"
"";"";"";"1.312.924";"24";"54.705";"PSTU";"1.304";"0";"0"
"";"";"";"1.312.924";"24";"54.705";"PMDB";"281.104";"5";"1"
"";"";"";"1.312.924";"24";"54.705";"PSDB / DEM / PSD / SD / PPS / PMN";"248.844";"4";"1"
"";"";"";"1.312.924";"24";"54.705";"PV / PC do B / PTC / PPL";"45.288";"0";"0"
"";"";"";"1.312.924";"24";"54.705";"PP";"23.845";"0";"0"
"Subtotal";"";"";"14.442.164";"264";"601.755";"";"1.312.924";"19";"5"
"";"";"MT";"1.518.579";"24";"63.274";"PTB / PSL / PPS";"57.706";"0";"0"
"";"";"";"1.518.579";"24";"63.274";"PTC / PEN / PTN / PRTB / SD";"64.111";"1";"0"
"";"";"";"1.518.579";"24";"63.274";"PSD";"237.812";"3";"1"
"";"";"";"1.518.579";"24";"63.274";"PSOL";"5.543";"0";"0"
"";"";"";"1.518.579";"24";"63.274";"PT do B";"1.020";"0";"0"
"";"";"";"1.518.579";"24";"63.274";"PT / PMDB / PR / PC do B / PROS";"500.154";"7";"2"
"";"";"";"1.518.579";"24";"63.274";"PDT / DEM / PSDB";"347.981";"5";"1"
"";"";"";"1.518.579";"24";"63.274";"PRP / PSC / PSDC / PRB / PV";"110.914";"1";"0"
"";"";"";"1.518.579";"24";"63.274";"PP / PSB";"193.338";"3";"0"
"Subtotal";"";"";"13.667.211";"216";"569.466";"";"1.518.579";"20";"4"
"";"";"PA";"3.756.582";"41";"91.624";"PRB / PSDC / PMN / PRP / SD / PEN";"344.951";"3";"1"
"";"";"";"3.756.582";"41";"91.624";"PPS";"117.754";"1";"0"
"";"";"";"3.756.582";"41";"91.624";"PSC";"164.609";"1";"1"
"";"";"";"3.756.582";"41";"91.624";"PSB";"194.327";"2";"0"
"";"";"";"3.756.582";"41";"91.624";"PMDB / PT";"925.360";"10";"1"
"";"";"";"3.756.582";"41";"91.624";"DEM";"177.206";"1";"1"
"";"";"";"3.756.582";"41";"91.624";"PDT / PPL / PTN / PSL";"205.235";"2";"0"
"";"";"";"3.756.582";"41";"91.624";"PV";"24.737";"0";"0"
"";"";"";"3.756.582";"41";"91.624";"PSDB / PSD / PTB / PP";"997.300";"10";"2"
"";"";"";"3.756.582";"41";"91.624";"PRTB";"936";"0";"0"
"";"";"";"3.756.582";"41";"91.624";"PTC / PT do B";"57.427";"0";"0"
"";"";"";"3.756.582";"41";"91.624";"PC do B";"94.244";"1";"0"
"";"";"";"3.756.582";"41";"91.624";"PCB";"2.369";"0";"0"
"";"";"";"3.756.582";"41";"91.624";"PR / PHS / PROS";"362.608";"3";"1"
"";"";"";"3.756.582";"41";"91.624";"PSOL / PSTU";"87.519";"0";"0"
"Subtotal";"";"";"56.348.730";"615";"1.374.360";"";"3.756.582";"34";"7"
"";"";"PB";"2.009.566";"36";"55.821";"PSD / PSC";"249.932";"4";"0"
"";"";"";"2.009.566";"36";"55.821";"PCO";"1.977";"0";"0"
"";"";"";"2.009.566";"36";"55.821";"PT";"111.510";"1";"1"
"";"";"";"2.009.566";"36";"55.821";"PSL / PC do B / PHS / PPL / PV";"165.818";"2";"1"
"";"";"";"2.009.566";"36";"55.821";"PSB / DEM / PRTB / PDT / PRP";"368.225";"6";"1"
"";"";"";"2.009.566";"36";"55.821";"PSDB / PEN / PP / PR / PTB";"652.302";"11";"1"
"";"";"";"2.009.566";"36";"55.821";"PTC";"2.379";"0";"0"
"";"";"";"2.009.566";"36";"55.821";"PROS";"25.807";"0";"0"
"";"";"";"2.009.566";"36";"55.821";"PMDB";"200.739";"3";"1"
"";"";"";"2.009.566";"36";"55.821";"PSTU";"826";"0";"0"
"";"";"";"2.009.566";"36";"55.821";"PT do B / SD / PPS / PTN / PMN / PSDC / PRB";"212.969";"3";"1"
"";"";"";"2.009.566";"36";"55.821";"PSOL";"17.082";"0";"0"
"Subtotal";"";"";"24.114.792";"432";"669.852";"";"2.009.566";"30";"6"
"";"";"PE";"4.602.632";"49";"93.931";"PCB";"3.263";"0";"0"
"";"";"";"4.602.632";"49";"93.931";"PTB / PT / PSC / PDT / PRB / PT do B";"1.118.570";"11";"1"
"";"";"";"4.602.632";"49";"93.931";"PSB / PMDB / PC do B / PR / PSD / PSDB / PPL / DEM / PEN / PTC";"2.338.982";"24";"2"
"";"";"";"4.602.632";"49";"93.931";"PSOL / PMN";"101.057";"1";"0"
"";"";"";"4.602.632";"49";"93.931";"PP / PROS";"452.788";"4";"1"
"";"";"";"4.602.632";"49";"93.931";"PRP / PSDC";"156.289";"1";"0"
"";"";"";"4.602.632";"49";"93.931";"PSTU";"7.841";"0";"0"
"";"";"";"4.602.632";"49";"93.931";"PTN / PRTB / PV / SD";"192.003";"2";"0"
"";"";"";"4.602.632";"49";"93.931";"PSL / PHS / PPS";"231.839";"2";"0"
"Subtotal";"";"";"41.423.688";"441";"845.379";"";"4.602.632";"45";"4"
"";"";"PI";"1.773.673";"30";"59.122";"PSDB / PMDB / PC do B / PSD / PRB / PDT / PSB";"1.007.901";"17";"1"
"";"";"";"1.773.673";"30";"59.122";"PPL";"2.012";"0";"0"
"";"";"";"1.773.673";"30";"59.122";"PV / PSL / PMN / PEN";"48.729";"0";"0"
"";"";"";"1.773.673";"30";"59.122";"PSC";"2.076";"0";"0"
"";"";"";"1.773.673";"30";"59.122";"PCO";"293";"0";"0"
"";"";"";"1.773.673";"30";"59.122";"PSTU";"2.437";"0";"0"
"";"";"";"1.773.673";"30";"59.122";"PT / PP / PTB / PHS / PR / PROS / PRP / SD";"587.660";"9";"1"
"";"";"";"1.773.673";"30";"59.122";"PSOL / PCB";"3.844";"0";"0"
"";"";"";"1.773.673";"30";"59.122";"PTC / PTN / PPS / DEM / PT do B / PSDC";"118.721";"2";"0"
"Subtotal";"";"";"15.963.057";"270";"532.098";"";"1.773.673";"28";"2"
"";"";"PR";"5.784.548";"54";"107.121";"SD";"132.751";"1";"0"
"";"";"";"5.784.548";"54";"107.121";"PT / PDT / PC do B / PRB";"847.612";"7";"1"
"";"";"";"5.784.548";"54";"107.121";"PV / PPL";"217.262";"2";"0"
"";"";"";"5.784.548";"54";"107.121";"PTB";"154.165";"1";"0"
"";"";"";"5.784.548";"54";"107.121";"PRP";"19.608";"0";"0"
"";"";"";"5.784.548";"54";"107.121";"PCB";"6.518";"0";"0"
"";"";"";"5.784.548";"54";"107.121";"PSD";"360.165";"3";"0"
"";"";"";"5.784.548";"54";"107.121";"PSDB / DEM / PSB / PROS / PHS";"1.251.419";"11";"2"
"";"";"";"5.784.548";"54";"107.121";"PP / PMN";"351.459";"3";"0"
"";"";"";"5.784.548";"54";"107.121";"PPS";"199.755";"1";"1"
"";"";"";"5.784.548";"54";"107.121";"PSOL";"32.171";"0";"0"
"";"";"";"5.784.548";"54";"107.121";"PSC / PR / PT do B";"1.154.582";"10";"2"
"";"";"";"5.784.548";"54";"107.121";"PSTU";"4.526";"0";"0"
"";"";"";"5.784.548";"54";"107.121";"PTC";"9.286";"0";"0"
"";"";"";"5.784.548";"54";"107.121";"PRTB";"2.579";"0";"0"
"";"";"";"5.784.548";"54";"107.121";"PMDB";"771.253";"7";"1"
"";"";"";"5.784.548";"54";"107.121";"PSDC / PEN";"87.713";"0";"0"
"";"";"";"5.784.548";"54";"107.121";"PTN";"44.065";"0";"0"
"";"";"";"5.784.548";"54";"107.121";"PSL";"137.659";"1";"0"
"Subtotal";"";"";"109.906.412";"1.026";"2.035.299";"";"5.784.548";"47";"7"
"";"";"RJ";"7.961.018";"70";"113.729";"PSD";"759.338";"6";"1"
"";"";"";"7.961.018";"70";"113.729";"PRB";"285.709";"2";"0"
"";"";"";"7.961.018";"70";"113.729";"PSDC / PMN";"204.637";"1";"1"
"";"";"";"7.961.018";"70";"113.729";"PSL";"273.030";"2";"0"
"";"";"";"7.961.018";"70";"113.729";"PSDB / PPS / DEM";"388.854";"3";"1"
"";"";"";"7.961.018";"70";"113.729";"PTB / PTN";"338.499";"2";"1"
"";"";"";"7.961.018";"70";"113.729";"PRP";"56.152";"0";"0"
"";"";"";"7.961.018";"70";"113.729";"PSTU";"10.138";"0";"0"
"";"";"";"7.961.018";"70";"113.729";"PSC / PTC";"218.982";"1";"1"
"";"";"";"7.961.018";"70";"113.729";"PMDB";"1.498.866";"13";"2"
"";"";"";"7.961.018";"70";"113.729";"PSB";"182.054";"1";"0"
"";"";"";"7.961.018";"70";"113.729";"PR / PROS";"775.102";"6";"2"
"";"";"";"7.961.018";"70";"113.729";"PT do B";"133.982";"1";"0"
"";"";"";"7.961.018";"70";"113.729";"PHS";"143.549";"1";"0"
"";"";"";"7.961.018";"70";"113.729";"PV";"79.738";"0";"0"
"";"";"";"7.961.018";"70";"113.729";"SD";"324.597";"2";"1"
"";"";"";"7.961.018";"70";"113.729";"PT";"607.282";"5";"1"
"";"";"";"7.961.018";"70";"113.729";"PP";"384.782";"3";"1"
"";"";"";"7.961.018";"70";"113.729";"PSOL";"553.465";"4";"1"
"";"";"";"7.961.018";"70";"113.729";"PC do B";"149.521";"1";"0"
"";"";"";"7.961.018";"70";"113.729";"PRTB / PPL";"111.195";"0";"0"
"";"";"";"7.961.018";"70";"113.729";"PCB";"6.151";"0";"0"
"";"";"";"7.961.018";"70";"113.729";"PEN";"109.644";"0";"0"
"";"";"";"7.961.018";"70";"113.729";"PDT";"365.751";"3";"0"
"Subtotal";"";"";"191.064.432";"1.680";"2.729.496";"";"7.961.018";"57";"13"
"";"";"RN";"1.659.073";"24";"69.128";"PSD / PP / PEN / PRTB / PTC";"219.307";"3";"0"
"";"";"";"1.659.073";"24";"69.128";"PMDB / PSB / PR / DEM / PDT / SD / PROS";"1.031.582";"14";"2"
"";"";"";"1.659.073";"24";"69.128";"PSOL";"23.985";"0";"0"
"";"";"";"1.659.073";"24";"69.128";"PSDB / PSC / PSDC / PMN / PRB / PRP";"103.851";"1";"0"
"";"";"";"1.659.073";"24";"69.128";"PV / PHS / PPS / PTN / PTB";"82.783";"1";"0"
"";"";"";"1.659.073";"24";"69.128";"PSTU";"7.202";"0";"0"
"";"";"";"1.659.073";"24";"69.128";"PT / PT do B / PC do B";"189.007";"2";"1"
"";"";"";"1.659.073";"24";"69.128";"PSL";"1.356";"0";"0"
"Subtotal";"";"";"13.272.584";"192";"553.024";"";"1.659.073";"21";"3"
"";"";"RO";"821.481";"24";"34.228";"PDT / PRTB / PRP";"88.827";"2";"1"
"";"";"";"821.481";"24";"34.228";"PMDB / PTN / PTB";"152.138";"4";"1"
"";"";"";"821.481";"24";"34.228";"PT";"74.731";"2";"0"
"";"";"";"821.481";"24";"34.228";"PSDC / PHS / PSC";"63.772";"1";"1"
"";"";"";"821.481";"24";"34.228";"PRB / PMN / PT do B";"83.272";"2";"0"
"";"";"";"821.481";"24";"34.228";"PEN / SD / PSD";"91.522";"2";"1"
"";"";"";"821.481";"24";"34.228";"PC do B / PSB / PSL";"55.988";"1";"0"
"";"";"";"821.481";"24";"34.228";"PP / PR / PPS / PTC / PV / PROS";"142.736";"4";"0"
"";"";"";"821.481";"24";"34.228";"PSDB / DEM";"66.065";"1";"1"
"";"";"";"821.481";"24";"34.228";"PSOL / PSTU";"2.430";"0";"0"
"Subtotal";"";"";"8.214.810";"240";"342.280";"";"821.481";"19";"5"
"";"";"RR";"253.494";"24";"10.562";"PSOL / PSTU";"1.863";"0";"0"
"";"";"";"253.494";"24";"10.562";"PR / PSC / PMN / PEN";"24.871";"2";"0"
"";"";"";"253.494";"24";"10.562";"PP / PTB / DEM";"14.913";"1";"0"
"";"";"";"253.494";"24";"10.562";"PRP";"20.669";"1";"1"
"";"";"";"253.494";"24";"10.562";"PRB";"28.124";"2";"1"
"";"";"";"253.494";"24";"10.562";"PSL / PSDC / PPL / PT do B";"34.164";"3";"1"
"";"";"";"253.494";"24";"10.562";"PV / PDT / PTC";"22.168";"2";"0"
"";"";"";"253.494";"24";"10.562";"PT / PC do B";"24.026";"2";"0"
"";"";"";"253.494";"24";"10.562";"PHS / PRTB / PPS";"24.995";"2";"0"
"";"";"";"253.494";"24";"10.562";"PMDB / SD / PSD / PSB / PSDB / PROS / PTN";"57.701";"5";"1"
"Subtotal";"";"";"2.534.940";"240";"105.620";"";"253.494";"20";"4"
"";"";"RS";"6.109.319";"55";"111.079";"PMN";"3.188";"0";"0"
"";"";"";"6.109.319";"55";"111.079";"PC do B / PPL / PR / PTC / PROS";"493.762";"4";"0"
"";"";"";"6.109.319";"55";"111.079";"PSDB / SD / PRB";"555.968";"5";"0"
"";"";"";"6.109.319";"55";"111.079";"PMDB";"840.454";"7";"1"
"";"";"";"6.109.319";"55";"111.079";"PRP";"4.776";"0";"0"
"";"";"";"6.109.319";"55";"111.079";"PCB";"2.247";"0";"0"
"";"";"";"6.109.319";"55";"111.079";"PSOL / PSTU";"124.049";"1";"0"
"";"";"";"6.109.319";"55";"111.079";"PDT / DEM";"885.130";"7";"1"
"";"";"";"6.109.319";"55";"111.079";"PRTB";"7.340";"0";"0"
"";"";"";"6.109.319";"55";"111.079";"PSB / PPS";"429.267";"3";"1"
"";"";"";"6.109.319";"55";"111.079";"PSC / PV / PEN";"112.409";"1";"0"
"";"";"";"6.109.319";"55";"111.079";"PT";"1.175.605";"10";"1"
"";"";"";"6.109.319";"55";"111.079";"PP";"830.495";"7";"0"
"";"";"";"6.109.319";"55";"111.079";"PSD / PHS / PT do B / PSDC / PSL";"124.789";"1";"0"
"";"";"";"6.109.319";"55";"111.079";"PTB";"519.840";"4";"1"
"Subtotal";"";"";"91.639.785";"825";"1.666.185";"";"6.109.319";"50";"5"
"";"";"SC";"3.551.635";"40";"88.791";"PDT / PROS / PTB / PC do B / PSDC / PV";"218.643";"2";"0"
"";"";"";"3.551.635";"40";"88.791";"PP";"379.865";"4";"0"
"";"";"";"3.551.635";"40";"88.791";"PSTU";"3.462";"0";"0"
"";"";"";"3.551.635";"40";"88.791";"PRP";"7.214";"0";"0"
"";"";"";"3.551.635";"40";"88.791";"PSDB / PEN";"376.916";"4";"0"
"";"";"";"3.551.635";"40";"88.791";"PPL / PMN";"4.955";"0";"0"
"";"";"";"3.551.635";"40";"88.791";"PSC";"47.430";"0";"0"
"";"";"";"3.551.635";"40";"88.791";"PSD / DEM / PMDB / PRB";"1.591.040";"17";"3"
"";"";"";"3.551.635";"40";"88.791";"PT";"425.529";"4";"1"
"";"";"";"3.551.635";"40";"88.791";"PSB / PPS / PTC / PHS / PSL / PT do B / PRTB / PTN / SD";"232.938";"2";"1"
"";"";"";"3.551.635";"40";"88.791";"PSOL";"72.158";"0";"0"
"";"";"";"3.551.635";"40";"88.791";"PR";"191.485";"2";"0"
"Subtotal";"";"";"42.619.620";"480";"1.065.492";"";"3.551.635";"35";"5"
"";"";"SE";"1.052.441";"24";"43.852";"PSOL / PSTU / PCB";"11.838";"0";"0"
"";"";"";"1.052.441";"24";"43.852";"PRB / PDT / PRP / PROS / PC do B / PSDC";"136.462";"3";"0"
"";"";"";"1.052.441";"24";"43.852";"PPL";"1.549";"0";"0"
"";"";"";"1.052.441";"24";"43.852";"PP / PTB / PSL / PSC / PR / DEM / PT do B / PTC / SD / PSDB";"472.787";"10";"1"
"";"";"";"1.052.441";"24";"43.852";"PT / PMDB / PSB / PSD";"403.595";"9";"1"
"";"";"";"1.052.441";"24";"43.852";"PPS / PMN / PHS / PV / PEN";"26.210";"0";"0"
"Subtotal";"";"";"6.314.646";"144";"263.112";"";"1.052.441";"22";"2"
"";"";"SP";"20.869.483";"94";"222.016";"PSDB / DEM / PPS / PRB";"7.504.365";"33";"4"
"";"";"";"20.869.483";"94";"222.016";"PSOL / PSTU";"519.012";"2";"0"
"";"";"";"20.869.483";"94";"222.016";"PCO";"4.617";"0";"0"
"";"";"";"20.869.483";"94";"222.016";"PEN";"440.348";"1";"1"
"";"";"";"20.869.483";"94";"222.016";"PRTB";"60.310";"0";"0"
"";"";"";"20.869.483";"94";"222.016";"PDT";"400.555";"1";"0"
"";"";"";"20.869.483";"94";"222.016";"PV";"1.306.750";"5";"1"
"";"";"";"20.869.483";"94";"222.016";"PPL";"42.924";"0";"0"
"";"";"";"20.869.483";"94";"222.016";"PSC";"622.238";"2";"1"
"";"";"";"20.869.483";"94";"222.016";"PP / PMDB / PSD";"2.397.302";"10";"1"
"";"";"";"20.869.483";"94";"222.016";"PT";"3.070.069";"13";"2"
"";"";"";"20.869.483";"94";"222.016";"PHS";"233.147";"1";"0"
"";"";"";"20.869.483";"94";"222.016";"PSDC";"32.966";"0";"0"
"";"";"";"20.869.483";"94";"222.016";"PRP";"165.817";"0";"0"
"";"";"";"20.869.483";"94";"222.016";"PTB";"606.701";"2";"0"
"";"";"";"20.869.483";"94";"222.016";"SD";"405.073";"1";"0"
"";"";"";"20.869.483";"94";"222.016";"PR";"615.025";"2";"1"
"";"";"";"20.869.483";"94";"222.016";"PSB";"1.261.861";"5";"1"
"";"";"";"20.869.483";"94";"222.016";"PROS";"120.661";"0";"0"
"";"";"";"20.869.483";"94";"222.016";"PC do B";"503.474";"2";"0"
"";"";"";"20.869.483";"94";"222.016";"PSL / PTN / PMN / PTC / PT do B";"556.268";"2";"0"
"Subtotal";"";"";"438.259.143";"1.974";"4.662.336";"";"20.869.483";"82";"12"
"";"";"TO";"756.705";"24";"31.529";"DEM / PP / PSDB / SD / PPS / PR / PTB / PEN";"351.328";"11";"1"
"";"";"";"756.705";"24";"31.529";"PT / PV";"99.394";"3";"0"
"";"";"";"756.705";"24";"31.529";"PSB";"44.395";"1";"0"
"";"";"";"756.705";"24";"31.529";"PSOL";"3.385";"0";"0"
"";"";"";"756.705";"24";"31.529";"PMDB / PSD";"139.650";"4";"1"
"";"";"";"756.705";"24";"31.529";"PCB";"774";"0";"0"
