Nome Civil;Partido;Coligação;Situação;Votação;% Válidos;Alimentação do parlamentar;Aluguel de aeronaves;Aluguel de carros;Aluguel de embarcações;Assinatura de publicações;Combustíveis e lubrificantes;Consultorias, pesquisas e trabalhos técnicos;Cursos, palestras ou eventos;Divulgação de atividade parlamentar;Emissão de bilhete aéreo;Hospedagem fora do DF;Manutenção de escritório;Passagens aéreas;Passagens terrestres ou marítimas;Segurança particular;Serviços postais;Telefonia;Táxi, pedágio e estacionamento;Total CEAP;;ADMINISTRAÇÃO PÚBLICA;AGRICULTURA;ARTE E CULTURA;CIÊNCIA E TECNOLOGIA;COMUNICAÇÕES;COMÉRCIO EXTERIOR;DEFESA E SEGURANÇA NACIONAL;DESENVOLVIMENTO REGIONAL;DESENVOLVIMENTO URBANO E TRÂNSITO;DESPORTO E LAZER;DIREITO CIVIL E PROCESSUAL CIVIL;DIREITO CONSTITUCIONAL;DIREITO DO TRABALHO E PROCESSUAL DO TRABALHO;DIREITO E DEFESA DO CONSUMIDOR;DIREITO E JUSTIÇA;DIREITO PENAL E PROCESSUAL PENAL;DIREITOS HUMANOS;EDUCAÇÃO;FINANÇAS PÚBLICAS E ORÇAMENTO;HOMENAGENS E DATAS COMEMORATIVAS;INDÚSTRIA;INFORMÁTICA;MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL;ORGANIZAÇÃO ADMINISTRATIVA DO ESTADO;ORGANIZAÇÃO POLÍTICA;POLÍTICA ECONÔMICA;POLÍTICA FUNDIÁRIA;PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;PROCESSO LEGISLATIVO;RECURSOS HÍDRICOS;RELAÇÕES INTERNACIONAIS;SAÚDE;SEGURANÇA PÚBLICA;SISTEMA FINANCEIRO;TRABALHO E EMPREGO;TRIBUTAÇÃO;TURISMO;VIAÇÃO E TRANSPORTES;TOTAL PROPOSICAO;Profissao;Situacao na Legislatura Atual;Partido Atual;Nome para Urna;Numero;Sexo;Estado Civil;Ocupacao;Cor/Raça;Data Nasc.;Idade;Instrucao;Bens;UF;foto;Atuacao;Atuacao em meses
JERONIMO PIZZOLOTTO GOERGEN;PP;PP / PRB / SD / PSDB;Eleito por QP;115173;1.94;635.46;0.00;5427.73;0.00;129.51;2976.69;311.72;0.00;702.94;12372.08;472.75;5986.28;299.25;5.73;0.00;643.37;3141.97;117.22;33222.7;0.00;0.06;0.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.06;0.06;0.00;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.00;0.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.16;0.03;0.00;0.06;1.71;Advogado;Em Exercício;PP;JERÔNIMO GOERGEN;36.47;MASCULINO;Casado(a);Deputado;Branca;20/01/1976;41;Superior completo;472420.91;RS;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RS/foto/210000000636.jpg;1/2/2015 ...;31.07
JANDIRA FEGHALI;PC do B;PT / PSB / PC do B;Eleito por QP;68531;0.89;138.22;0.00;5285.09;0.00;4.02;2810.44;150.95;0.00;2386.64;11556.70;158.51;7637.17;458.98;0.00;0.00;439.65;2168.03;0.00;33194.42;0.00;0.03;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.16;Médico, Músico;Em Exercício;PCdoB;JANDIRA FEGHALI;211.30;FEMININO;Casado(a);Deputado;Branca;17/05/1957;60;Superior completo;762734.22;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000637.jpg;1/2/2015 ...;31.07
MARCOS MONTES CORDEIRO;PSD;DEM / PSDB / PP / PR / PSD / SD;Eleito por QP;116175;1.15;6.39;0.00;0.00;0.00;43.77;4319.53;7554.77;0.00;10319.60;4504.41;77.13;3065.84;0.00;25.37;0.00;645.08;2630.35;0.00;33192.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;MÉDICO, PROFESSOR DE MEDICINA, MÉDICO DO TRABALHO;Em Exercício;PSD;MARCOS MONTES;178.47;MASCULINO;Casado(a);Deputado;Branca;03/08/1949;68;Superior completo;4910835.56;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000669.jpg;1/2/2015 ...;31.07
LUIZ CARLOS JORGE HAULY;PSDB;PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS;Eleito por QP;86439;1.53;4.23;0.00;0.00;0.00;41.75;2133.50;1212.26;0.00;7168.33;11916.29;45.52;6755.13;54.36;4.09;0.00;416.07;3408.60;20.08;33180.22;0.00;0.19;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.03;0.10;0.03;0.03;0.00;0.00;0.06;0.00;0.03;0.00;0.00;0.06;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.26;0.00;0.03;1.00;Economista e Professor;Em Exercício;PSDB;LUIZ CARLOS HAULY;145.32;MASCULINO;Casado(a);Deputado;Branca;08/10/1950;67;Superior completo;1357242.68;PR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000154.jpg;1/2/2015 ...;31.07
LUCAS DE CASTRO SANTOS;SD;PMDB / DEM / SD / PC do B / PRTB / PTN / PPL;Eleito por QP;78387;2.58;13.79;145.91;5922.53;0.00;20.47;3813.44;12037.34;0.00;5436.82;500.50;40.23;4742.79;0.00;0.00;47.04;16.99;440.69;0.00;33178.54;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.16;0.00;0.00;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.00;0.03;0.03;0.03;0.06;0.00;0.00;0.00;0.51;Administrador de Empresas,Corretor de Seguros;Em Exercício;SD;LUCAS VERGÍLIO;250.31;MASCULINO;Solteiro(a);Corretor de Imóveis, Seguros, Títulos e Valores;Parda;08/04/1987;30;Superior completo;949281.49;GO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000623.jpg;1/2/2015 ...;31.07
LAERCIO JOSE DE OLIVEIRA;SD;PP / PTB / PSL / PSC / PR / PPS / DEM / PHS / PTC / PV / PSDB / PEN / PT do B / SD;Eleito por QP;84198;8.0;57.84;0.00;8170.23;0.00;127.64;235.72;4648.21;98.24;2041.76;6578.00;356.72;5590.71;777.17;1.35;1617.38;986.89;1821.84;41.92;33151.63;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.19;0.03;0.00;0.03;0.45;Administrador de Empresas;Em Exercício;SD;LAÉRCIO OLIVEIRA;250.31;MASCULINO;Casado(a);Deputado;Branca;15/04/1959;58;Superior completo;1131831.36;SE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SE/foto/260000000091.jpg;1/2/2015 ...;31.07
ADELMO CARNEIRO LEAO;PT;PT / PMDB / PC do B / PROS / PRB;Suplente;57921;0.57;191.20;0.00;3655.86;0.00;13.35;3540.76;5711.04;0.00;3684.95;6040.79;40.02;6517.08;116.41;190.28;0.00;136.52;2790.01;519.77;33148.04;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.07;Professor(a);Em Exercício;PT;ADELMO LEAO;45.05;MASCULINO;Casado(a);Deputado;Branca;25/05/1949;68;Superior completo;1451699.91;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000832.jpg;6/3/2015 ...;29.97
JOSE ALFONSO EBERT HAMM;PP;PP / PRB / SD / PSDB;Eleito por QP;132202;2.22;368.16;0.00;5271.36;0.00;44.03;2378.24;90.42;0.00;3356.94;14697.54;301.40;3216.74;111.88;122.34;0.17;939.48;2124.29;67.75;33090.73;0.00;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.06;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.19;Engenheiro Agrônomo;Em Exercício;PP;AFONSO HAMM;37.53;MASCULINO;Casado(a);Deputado;Branca;25/04/1962;55;Superior completo;1093823.34;RS;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RS/foto/210000000637.jpg;1/2/2015 ...;31.07
PAULO ROBERTO FOLETTO;PSB;PRTB / PSB / PSL / PTN;Eleito por QP;88110;4.91;0.00;0.00;482.78;0.00;52.57;4563.01;1544.90;0.00;14335.05;3576.17;0.00;7267.16;77.48;0.00;0.00;282.47;828.87;0.00;33010.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.23;Médico;Em Exercício;PSB;FOLETTO;130.03;MASCULINO;Divorciado(a);Médico;Branca;30/04/1956;61;Superior completo;1518423.33;ES;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/ES/foto/80000000357.jpg;1/2/2015 ...;31.07
CELIO ANTONIO DA SILVEIRA;PSDB;PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB;Eleito por QP;110992;3.66;64.16;0.00;0.00;0.00;3.22;4697.98;15864.64;0.00;9515.34;0.00;99.43;205.98;228.65;2.76;0.00;1393.61;927.29;0.00;33003.05;0.00;0.03;0.00;0.00;0.00;0.06;0.00;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.03;0.03;0.06;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.03;0.00;0.03;0.00;0.00;0.55;Médico(a);Em Exercício;PSDB;CÉLIO SILVEIRA;148.02;MASCULINO;Casado(a);Médico;Branca;19/09/1959;58;Superior completo;1458276.08;GO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000743.jpg;1/2/2015 ...;31.07
WELITON FERNANDES PRADO;PT;PT / PMDB / PC do B / PROS / PRB;Eleito por QP;186098;1.84;0.00;0.00;3424.53;0.00;13.68;1322.26;0.00;0.00;19256.50;7271.88;5.14;117.61;137.35;0.00;0.00;389.08;970.45;47.32;32955.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;Bacharel em Filosofia;Em Exercício;PROS;WELITON PRADO;44.77;MASCULINO;Solteiro(a);Deputado;Branca;24/08/1975;42;Superior completo;927149.04;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000907.jpg;1/2/2015 ...;31.07
MIGUEL LOMBARDI;PR;PR;Eleito por média;32080;0.15;830.17;0.00;5998.49;0.00;270.58;3976.73;4560.51;0.00;4594.59;8097.29;522.73;1023.90;218.86;0.00;0.00;448.93;1632.77;753.24;32928.8;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.06;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.32;Corretor de Imóveis;Em Exercício;PR;MIGUEL LOMBARDI;73.29;MASCULINO;Solteiro(a);Corretor de Imóveis, Seguros, Títulos e Valores;Branca;29/01/1964;53;Superior completo;403500.0;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000694.jpg;1/2/2015 ...;31.07
JULIO LUIZ BAPTISTA LOPES;PP;PMDB / PP / PSC / PSD / PTB;Eleito por QP;96796;1.26;0.00;0.00;2000.07;0.00;0.00;495.72;1437.14;0.00;6075.82;10895.25;106.60;10263.46;108.44;0.00;0.00;347.82;1194.80;2.86;32927.98;0.00;0.16;0.00;0.00;0.00;0.03;0.03;0.00;0.00;0.06;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.10;0.00;0.00;0.03;0.35;0.00;0.00;1.06;Administrador de Empresas, Professor;Vacância;PP;JÚLIO LOPES;35.76;MASCULINO;Casado(a);Deputado;Branca;06/04/1959;58;Superior completo;1629854.94;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001447.jpg;1/2/2015 ...;31.07
SERGIO BAVINI;PRB;PRB;Eleito por QP;45330;0.21;490.22;0.00;8810.58;0.00;0.00;1324.86;0.00;0.00;723.84;4493.62;7.70;14501.45;39.44;0.00;0.00;279.54;2177.38;78.46;32927.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.04;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.15;Cantor;Em Exercício;PRB;SERGIO REIS;37.40;MASCULINO;Casado(a);Cantor e Compositor;Branca;23/06/1940;77;Ensino Médio completo;334004.23;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000001272.jpg;1/2/2015 até 3/10/2016, 1/2/2017 ...;27.03
JOSE MENTOR GUILHERME DE MELLO NETTO;PT;PT / PC do B;Eleito por média;82368;0.39;690.78;0.00;0.00;0.00;0.00;1229.85;4436.32;0.00;9516.16;11177.10;134.55;811.74;75.15;0.00;0.00;1358.39;2964.82;508.57;32903.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;ADVOGADO;Em Exercício;PT;JOSÉ MENTOR;42.87;MASCULINO;Casado(a);Advogado;Branca;30/09/1948;69;Superior completo;1736795.07;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000638.jpg;1/2/2015 ...;31.07
ANTONIO LAZARO SILVA;PSC;DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC;Eleito por QP;161438;2.43;202.82;0.00;340.41;0.00;0.00;2434.63;5294.35;0.00;11681.94;5733.01;29.84;6353.21;241.69;0.00;0.00;76.78;461.92;40.53;32891.13;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.04;0.00;0.00;0.04;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.20;Cantor,Compositor,Músico;Em Exercício;PSC;IRMÃO LAZARO;80.90;MASCULINO;Casado(a);Músico;Preta;04/11/1966;51;Ensino Médio completo;4778545.61;BA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/BA/foto/50000000681.jpg;1/2/2015 até 18/4/2016, 18/10/2016 ...;24.97
MARIA MARGARIDA MARTINS SALOMAO;PT;PT / PMDB / PC do B / PROS / PRB;Eleito por QP;78973;0.78;329.16;0.00;3.54;13.41;0.00;2422.97;6341.58;0.00;746.54;9381.45;1323.33;6209.89;146.16;282.73;0.00;3242.66;2015.75;407.89;32867.08;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.10;-;Em Exercício;PT;MARGARIDA SALOMÃO;42.29;FEMININO;Solteiro(a);Deputado;Branca;10/06/1950;67;Superior completo;227300.0;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000883.jpg;1/2/2015 ...;31.07
EDSON MOREIRA DA SILVA;PTN;PTN / PSDC;Eleito por QP;49391;0.49;857.78;0.00;8215.44;0.00;91.09;2505.84;48.28;0.00;8782.04;4551.39;114.15;4581.37;181.13;0.00;0.00;1377.09;1417.54;96.81;32819.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.16;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.23;Advogado(a),Delegado de Polícia Civil,Policial Militar,Professor de Direito;Em Exercício;PR;DELEGADO EDSON MOREIRA;61.38;MASCULINO;Divorciado(a);Vereador;Parda;16/04/1959;58;Superior completo;723370.31;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000439.jpg;1/2/2015 ...;31.07
MARCO ANTONIO FELICIANO;PSC;PSC;Eleito por QP;398087;1.87;0.00;0.00;0.00;0.00;53.99;3144.24;2574.83;0.00;14235.60;11292.26;6.07;484.51;57.55;0.00;0.00;271.56;658.56;0.00;32779.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.23;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.03;0.00;0.00;0.00;0.42;Conferencista, Empresário, Pastor Evangélico;Em Exercício;PSC;PASTOR MARCO FELICIANO;64.69;MASCULINO;Casado(a);Deputado;Branca;12/10/1972;45;Superior completo;1341464.92;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000388.jpg;1/2/2015 ...;31.07
PAULO FERNANDO FEIJO TORRES;PR;PR / PROS;Eleito por QP;48058;0.63;0.00;0.00;4554.23;0.00;0.00;2125.85;2462.18;0.00;10363.69;7266.00;0.00;4174.96;119.33;0.00;0.00;153.46;1547.73;0.00;32767.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;Engenheiro Mecânico;Em Exercício;PR;PAULO FEIJÓ;73.64;MASCULINO;Casado(a);Deputado;Branca;23/03/1956;61;Superior completo;0.0;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001903.jpg;1/2/2015 ...;31.07
NILTO IGNACIO TATTO;PT;PT / PC do B;Eleito por QP;101196;0.48;288.39;0.00;1305.20;0.00;0.00;1582.38;1207.92;0.00;12173.43;6167.54;155.19;6618.97;130.36;0.00;0.00;614.55;2024.64;478.45;32747.02;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.16;Coordenador de Projetos;Em Exercício;PT;NILTO TATTO;43.55;MASCULINO;Casado(a);Administrador;Branca;31/07/1963;54;Superior completo;469805.57;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000653.jpg;1/2/2015 ...;31.07
ANTONIO PINHEIRO JUNIOR;PP;DEM / PSDB / PP / PR / PSD / SD;Eleito por QP;148239;1.46;438.94;0.00;7233.34;0.00;0.00;2568.58;1876.41;0.00;13404.86;5710.38;0.00;48.29;21.82;0.00;0.00;308.44;816.23;310.56;32737.85;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.03;0.03;0.00;0.00;0.00;0.00;0.13;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.39;Comerciante;Em Exercício;PP;TONINHO PINHEIRO;36.11;MASCULINO;Casado(a);Empresário;Parda;23/04/1960;57;Ensino Fundamental completo;950119.93;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000665.jpg;1/2/2015 ...;31.07
SIMAO SESSIM;PP;PMDB / PP / PSC / PSD / PTB;Eleito por QP;58825;0.77;1098.18;0.00;6359.47;0.00;20.84;2862.00;10131.72;0.00;1154.01;5840.76;0.00;3291.92;0.00;21.25;0.00;237.99;1695.55;0.00;32713.7;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.23;Professor e Advogado;Em Exercício;PP;SIMÃO SESSIM;36.21;MASCULINO;Viúvo(a);Deputado;Branca;08/12/1935;82;Superior completo;688652.02;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001454.jpg;1/2/2015 ...;31.07
DIEGO ALEXSANDER GONCALO PAULA GARCIA;PHS;PSDC / PEN / PTB / PHS / PMN / PROS;Eleito por QP;61063;1.08;439.07;0.00;5497.91;0.00;46.40;4255.78;1145.05;0.00;2765.39;8618.34;1412.72;4010.70;354.27;98.75;0.00;672.27;2139.26;1219.83;32675.74;0.00;0.10;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.06;0.03;0.03;0.00;0.00;0.00;0.03;0.23;0.10;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.00;0.06;0.10;0.06;0.00;0.00;0.00;0.10;0.00;0.10;0.00;0.00;1.09;Autônomo;Em Exercício;PHS;DIEGO GARCIA;100.77;MASCULINO;Casado(a);Vendedor de Comércio Varejista e Atacadista;Branca;10/10/1984;33;Superior incompleto;0.0;PR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000001136.jpg;1/2/2015 ...;31.07
GUILHERME CRUZ DE SOUZA COELHO;PSDB;PSB / PMDB / PC do B / PV / PR / PSD / PPS / PSDB / SD / PPL / DEM / PROS / PP / PEN / PTC;Suplente;18962;0.42;1235.83;0.00;2237.34;0.00;0.00;3535.21;7038.23;0.00;6348.56;9523.08;266.07;910.48;599.60;0.00;0.00;196.58;440.69;342.87;32674.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;PSDB;GUILHERME COELHO;449.85;MASCULINO;Casado(a);Engenheiro;Branca;28/04/1962;55;Superior completo;3031207.77;PE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PE/foto/170000000063.jpg;17/5/2016 até 12/7/2016, 25/7/2016 até 29/8/2016, 2/1/2017 até 30/1/2017, 3/2/2017 até 26/4/2017, 4/5/2017 até 2/8/2017, 10/8/2017 ...;10.07
OTAVIO SANTOS SILVA LEITE;PSDB;PSDB / PPS / DEM;Eleito por QP;106398;1.39;663.73;0.00;0.00;0.00;96.31;3477.92;381.15;0.00;2067.92;8080.53;270.75;11397.92;185.35;0.00;0.00;304.85;5005.88;735.54;32667.84;0.00;0.00;0.00;0.03;0.00;0.06;0.00;0.03;0.00;0.06;0.19;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.06;0.00;0.06;0.10;0.00;0.00;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.06;0.03;0.00;0.87;Advogado e Professor de Direito;Em Exercício;PSDB;OTAVIO LEITE;146.60;MASCULINO;Casado(a);Deputado;Branca;29/07/1961;56;Superior completo;1178526.3;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000893.jpg;1/2/2015 ...;31.07
ROBERTO DA SILVA SALES;PRB;PRB;Eleito por QP;124087;1.62;328.76;0.00;2826.71;0.00;0.00;622.76;12883.81;0.00;5474.44;1758.81;21.85;7482.88;324.32;57.19;0.00;134.62;731.16;18.65;32665.98;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.10;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.10;0.00;0.00;0.00;0.00;0.06;0.06;0.00;0.00;0.64;Administrador,Corretor de Imóveis;Em Exercício;PRB;ROBERTO SALES;32.51;MASCULINO;Casado(a);Administrador;Parda;14/08/1978;39;Superior completo;88000.0;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000003013.jpg;1/2/2015 ...;31.07
GABRIEL GUIMARAES DE ANDRADE;PT;PT / PMDB / PC do B / PROS / PRB;Eleito por QP;200014;1.97;0.75;0.00;5851.66;0.00;0.00;2539.65;0.00;0.00;0.00;10249.50;115.86;11039.15;25.57;36.17;304.57;665.08;1635.50;95.44;32558.89;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;Advogado;Em Exercício;PT;GABRIEL GUIMARÃES;42.20;MASCULINO;Casado(a);Deputado;Branca;06/06/1983;34;Superior completo;826768.15;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000856.jpg;1/2/2015 ...;31.07
