Nome,Nome para Urna,Numero,Partido,Coligação,Situação,Votação,% Válidos,Sexo,Estado Civil,Ocupacao,Cor/Raça,Data Nasc.,Idade,Instrucao,Bens,UF,foto
MIRO TEIXEIRA,MIRO TEIXEIRA,9000,PROS,PR / PROS,Eleito por QP,58.409,"0,76",MASCULINO,Casado(a),Deputado,Branca,27/05/1945,72,Superior completo,"4709451,29",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001899.jpg
NELSON NAHIM MATHEUS DE OLIVEIRA,NELSON NAHIM,5567,PSD,PMDB / PP / PSC / PSD / PTB,Suplente,25.872,"0,34",MASCULINO,Casado(a),Advogado,Branca,29/08/1957,60,Superior completo,"1210488,24",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001484.jpg
OTAVIO SANTOS SILVA LEITE,OTAVIO LEITE,4555,PSDB,PSDB / PPS / DEM,Eleito por QP,106.398,"1,39",MASCULINO,Casado(a),Deputado,Branca,29/07/1961,56,Superior completo,"1178526,30",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000893.jpg
PAULO FERNANDO FEIJO TORRES,PAULO FEIJÓ,2288,PR,PR / PROS,Eleito por QP,48.058,"0,63",MASCULINO,Casado(a),Deputado,Branca,23/03/1956,61,Superior completo,"0,00",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001903.jpg
PEDRO PAULO CARVALHO TEIXEIRA,PEDRO PAULO,1515,PMDB,PMDB / PP / PSC / PSD / PTB,Eleito por QP,162.403,"2,12",MASCULINO,Divorciado(a),Deputado,Branca,29/06/1972,45,Superior completo,"553144,11",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001428.jpg
ROBERTO DA SILVA SALES,ROBERTO SALES,1010,PRB,PRB,Eleito por QP,124.087,"1,62",MASCULINO,Casado(a),Administrador,Parda,14/08/1978,39,Superior completo,"88000,00",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000003013.jpg
RODRIGO FELINTO IBARRA EPITACIO MAIA,RODRIGO MAIA,2587,DEM,PSDB / PPS / DEM,Eleito por QP,53.167,"0,69",MASCULINO,Casado(a),Deputado,Branca,12/06/1970,47,Superior incompleto,"736000,00",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001114.jpg
ROSANGELA DE SOUZA GOMES,ROSANGELA GOMES,1033,PRB,PRB,Eleito por QP,101.686,"1,33",FEMININO,Solteiro(a),Deputado,Preta,27/12/1966,51,Superior completo,"89841,57",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001411.jpg
SERGIO ZVEITER,SERGIO ZVEITER,5501,PSD,PMDB / PP / PSC / PSD / PTB,Eleito por QP,57.587,"0,75",MASCULINO,Casado(a),Advogado,Branca,18/05/1956,61,Superior completo,"14957047,28",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001486.jpg
SIMAO SESSIM,SIMÃO SESSIM,1125,PP,PMDB / PP / PSC / PSD / PTB,Eleito por QP,58.825,"0,77",MASCULINO,Viúvo(a),Deputado,Branca,08/12/1935,82,Superior completo,"688652,02",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001454.jpg
SORAYA ALENCAR DOS SANTOS,SORAYA SANTOS,1513,PMDB,PMDB / PP / PSC / PSD / PTB,Eleito por média,48.204,"0,63",FEMININO,Casado(a),Advogado,Branca,04/12/1958,59,Superior completo,"96818,38",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001434.jpg
SOSTENES SILVA CAVALCANTE,SÓSTENES CAVALCANTE,5577,PSD,PMDB / PP / PSC / PSD / PTB,Eleito por QP,104.697,"1,36",MASCULINO,Casado(a),Sacerdote ou Membro de Ordem ou Seita Religiosa,Branca,16/01/1975,42,Superior completo,"67500,00",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001488.jpg
WADIH NEMER DAMOUS FILHO,WADIH DAMOUS,1322,PT,PT / PSB / PC do B,Suplente,37.814,"0,49",MASCULINO,Casado(a),Advogado,Branca,11/04/1956,61,Superior completo,"2437416,41",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000617.jpg
WALNEY DA ROCHA CARVALHO,WALNEY ROCHA,1400,PTB,PMDB / PP / PSC / PSD / PTB,Suplente,43.656,"0,57",MASCULINO,Casado(a),Deputado,Branca,19/04/1959,58,Ensino Médio completo,"1494302,00",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001469.jpg
WILSON SILVA BESERRA,WILSON SILVA BESERRA,1500,PMDB,PMDB / PP / PSC / PSD / PTB,Suplente,30.109,"0,39",MASCULINO,Solteiro(a),Empresário,Branca,16/01/1970,47,Superior incompleto,"0,00",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001430.jpg
JOSE AUGUSTO NALIN,ZÉ AUGUSTO NALIN,1523,PMDB,PMDB / PP / PSC / PSD / PTB,Suplente,31.281,"0,41",MASCULINO,Casado(a),Administrador,Parda,06/05/1956,61,Superior completo,"9068871,89",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001424.jpg
ATILA ALEXANDRE NUNES PEREIRA,ATILA A. NUNES,1717,PSL,SD / PSL,Suplente,27.374,"0,36",MASCULINO,Casado(a),Vereador,Branca,24/06/1974,43,Superior completo,"2593100,00",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000341.jpg
CLARISSA BARROS ASSED MATHEUS DE OLIVEIRA,CLARISSA GAROTINHO,2222,PR,PR / PROS,Eleito por QP,335.061,"4,37",FEMININO,Solteiro(a),Deputado,Branca,07/07/1982,35,Superior completo,"46585,95",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001864.jpg
JOAO FERREIRA NETO,DR JOÃO,2200,PR,PR / PROS,Eleito por QP,65.624,"0,86",MASCULINO,Casado(a),Médico,Parda,05/08/1950,67,Superior completo,"637377,37",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001878.jpg
EDUARDO COSENTINO DA CUNHA,EDUARDO CUNHA,1530,PMDB,PMDB / PP / PSC / PSD / PTB,Eleito por QP,232.708,"3,03",MASCULINO,Divorciado(a),Deputado,Branca,29/09/1958,59,Superior completo,"1649226,10",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001421.jpg
FABIANO TAQUES HORTA,FABIANO HORTA,1303,PT,PT / PSB / PC do B,Eleito por média,37.989,"0,50",MASCULINO,Casado(a),Vereador,Branca,25/08/1974,43,Superior completo,"158217,47",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000595.jpg
LEONARDO CARNEIRO MONTEIRO PICCIANI,LEONARDO PICCIANI,1580,PMDB,PMDB / PP / PSC / PSD / PTB,Eleito por QP,180.741,"2,36",MASCULINO,Divorciado(a),Deputado,Branca,06/11/1979,38,Superior completo,"7259014,81",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001418.jpg
MARCOS DA ROCHA MENDES,MARQUINHO MENDES,1545,PMDB,PMDB / PP / PSC / PSD / PTB,Suplente,45.581,"0,59",MASCULINO,Casado(a),Médico,Parda,27/02/1959,58,Superior completo,"904092,27",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001422.jpg
WASHINGTON REIS DE OLIVEIRA,WASHINGTON REIS,1516,PMDB,PMDB / PP / PSC / PSD / PTB,Eleito por QP,103.190,"1,34",MASCULINO,Casado(a),Deputado,Branca,05/04/1967,50,Ensino Médio incompleto,"1736645,41",RJ,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001437.jpg
ALEX CANZIANI SILVEIRA,ALEX CANZIANI,1414,PTB,PSDC / PEN / PTB / PHS / PMN / PROS,Eleito por QP,187.475,"3,31",MASCULINO,Casado(a),Deputado,Branca,11/06/1964,53,Superior completo,"2031571,21",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000001146.jpg
JACOB ALFREDO STOFFELS KAEFER,ALFREDO KAEFER,4566,PSDB,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Eleito por média,82.554,"1,46",MASCULINO,Separado(a) judicialmente,Industrial,Branca,07/11/1955,62,Ensino Fundamental completo,"108581709,91",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000152.jpg
ALIEL MACHADO BARK,ALIEL MACHADO,6565,PC do B,PT / PDT / PRB / PTN / PC do B,Eleito por QP,82.886,"1,46",MASCULINO,Casado(a),Vereador,Branca,26/02/1989,28,Superior incompleto,"57113,06",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000796.jpg
ASSIS MIGUEL DO COUTO,ASSIS DO COUTO,1314,PT,PT / PDT / PRB / PTN / PC do B,Eleito por QP,76.116,"1,34",MASCULINO,Casado(a),Agricultor,Branca,17/10/1961,56,Ensino Médio completo,"581921,54",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000760.jpg
CHRISTIANE DE SOUZA YARED,CHRISTIANE YARED,1900,PTN,PT / PDT / PRB / PTN / PC do B,Eleito por QP,200.144,"3,53",FEMININO,Divorciado(a),Empresário,Branca,23/02/1960,57,Ensino Médio completo,"120697,00",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000761.jpg
FERNANDO DESTITO FRANCISCHINI,DELEGADO FRANCISCHINI,7777,SD,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Eleito por QP,159.569,"2,82",MASCULINO,Casado(a),Deputado,Branca,26/03/1970,47,Superior completo,"285023,83",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000200.jpg
DIEGO ALEXSANDER GONCALO PAULA GARCIA,DIEGO GARCIA,3131,PHS,PSDC / PEN / PTB / PHS / PMN / PROS,Eleito por QP,61.063,"1,08",MASCULINO,Casado(a),Vendedor de Comércio Varejista e Atacadista,Branca,10/10/1984,33,Superior incompleto,"0,00",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000001136.jpg
DILCEU JOAO SPERAFICO,DILCEU SPERAFICO,1122,PP,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Eleito por QP,151.930,"2,68",MASCULINO,Casado(a),Deputado,Branca,26/01/1948,69,Superior completo,"12246244,09",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000161.jpg
EDMAR DE SOUZA ARRUDA,EDMAR ARRUDA,2023,PSC,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Eleito por média,85.155,"1,50",MASCULINO,Casado(a),Deputado,Branca,26/09/1959,58,Superior completo,"21573936,04",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000167.jpg
ENIO JOSE VERRI,ENIO VERRI,1330,PT,PT / PDT / PRB / PTN / PC do B,Eleito por QP,107.508,"1,90",MASCULINO,Casado(a),Deputado,Branca,27/03/1961,56,Superior completo,"971249,19",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000764.jpg
EVANDRO ROGERIO ROMAN,EVANDRO ROMAN,5533,PSD,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Eleito por QP,92.042,"1,62",MASCULINO,Casado(a),Professor e Instrutor de Formação Profissional,Branca,03/03/1973,44,Superior completo,"1177217,23",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000187.jpg
FERNANDO LUCIO GIACOBO,GIACOBO,2200,PR,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Eleito por QP,144.305,"2,55",MASCULINO,Solteiro(a),Deputado,Branca,17/12/1970,47,Superior completo,"2354016,24",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000179.jpg
HERMES PARCIANELLO,HERMES FRANGÃO PARCIANELLO,1540,PMDB,PMDB,Eleito por QP,150.213,"2,65",MASCULINO,Casado(a),Deputado,Branca,25/04/1958,59,Superior completo,"254976,43",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000383.jpg
JOAO JOSE DE ARRUDA JUNIOR,JOAO ARRUDA,1511,PMDB,PMDB,Eleito por QP,176.370,"3,11",MASCULINO,Casado(a),Deputado,Branca,22/05/1976,41,Superior completo,"438824,97",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000388.jpg
LEANDRE DAL PONTE,LEANDRE,4300,PV,PV / PPL,Eleito por QP,81.181,"1,43",FEMININO,Solteiro(a),Engenheiro,Branca,20/12/1975,42,Superior completo,"99609,87",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000449.jpg
LEOPOLDO COSTA MEYER,LEOPOLDO MEYER,4070,PSB,PSB,Eleito por média,59.974,"1,06",MASCULINO,Casado(a),Deputado,Branca,29/11/1949,68,Superior completo,"11009212,61",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000608.jpg
LUCIANO DUCCI,LUCIANO DUCCI,4040,PSB,PSB,Eleito por QP,156.263,"2,76",MASCULINO,Casado(a),Médico,Branca,23/03/1955,62,Superior completo,"212810,69",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000619.jpg
LUIZ CARLOS JORGE HAULY,LUIZ CARLOS HAULY,4515,PSDB,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Eleito por QP,86.439,"1,53",MASCULINO,Casado(a),Deputado,Branca,08/10/1950,67,Superior completo,"1357242,68",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000154.jpg
LUIZ HILOSHI NISHIMORI,LUIZ NISHIMORI,2222,PR,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Eleito por QP,106.852,"1,89",MASCULINO,Casado(a),Deputado,Branca,09/04/1949,68,Superior completo,"1032656,59",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000181.jpg
NELSON MEURER,NELSON MEURER,1111,PP,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Eleito por QP,106.478,"1,88",MASCULINO,Casado(a),Deputado,Branca,23/07/1942,75,Ensino Fundamental completo,"4656434,40",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000160.jpg
NELSON PADOVANI,NELSON PADOVANI,2030,PSC,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Suplente,75.519,"1,33",MASCULINO,Casado(a),Empresário,Branca,17/09/1948,69,Superior completo,"15112999,00",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000171.jpg
OSMAR STUART BERTOLDI,OSMAR BERTOLDI,2525,DEM,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Suplente,81.789,"1,44",MASCULINO,Divorciado(a),Deputado,Branca,20/03/1969,48,Superior completo,"1898128,15",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000163.jpg
OSMAR JOSE SERRAGLIO,OSMAR SERRAGLIO,1533,PMDB,PMDB,Eleito por QP,117.048,"2,07",MASCULINO,Casado(a),Advogado,Branca,23/05/1948,69,Superior completo,"5445813,05",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000389.jpg
PAULO EDUARDO LIMA MARTINS,PAULO MARTINS,2020,PSC,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Suplente,63.970,"1,13",MASCULINO,Casado(a),Empresário,Branca,20/04/1981,36,Superior completo,"2000,00",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000173.jpg
REINHOLD STEPHANES,REINHOLD STEPHANES,5515,PSD,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Suplente,78.064,"1,38",MASCULINO,Casado(a),Economista,Branca,13/08/1939,78,Superior completo,"775106,13",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000192.jpg
RODRIGO SANTOS DA ROCHA LOURES,RODRIGO ROCHA LOURES,1505,PMDB,PMDB,Suplente,58.493,"1,03",MASCULINO,Casado(a),Administrador,Branca,13/11/1966,51,Superior completo,"1187771,22",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000391.jpg
RUBENS BUENO,RUBENS BUENO,2300,PPS,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Eleito por QP,95.841,"1,69",MASCULINO,Casado(a),Deputado,Branca,23/05/1948,69,Superior completo,"2180371,86",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000206.jpg
SANDRO ALEX CRUZ DE OLIVEIRA,SANDRO ALEX,2323,PPS,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Eleito por QP,116.909,"2,06",MASCULINO,Solteiro(a),Empresário,Branca,25/11/1972,45,Superior completo,"717504,76",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000207.jpg
SERGIO DE SOUZA,SERGIO SOUZA,1512,PMDB,PMDB,Eleito por média,77.699,"1,37",MASCULINO,Casado(a),Senador,Branca,13/03/1971,46,Superior completo,"1673722,15",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000393.jpg
HIDEKAZU TAKAYAMA,TAKAYAMA,2014,PSC,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Eleito por QP,162.952,"2,88",MASCULINO,Casado(a),Deputado,Parda,20/04/1948,69,Superior incompleto,"1128827,55",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000169.jpg
ANTONIO WANDSCHEER,TONINHO WANDSCHEER,1345,PT,PT / PDT / PRB / PTN / PC do B,Eleito por média,71.822,"1,27",MASCULINO,Casado(a),Empresário,Branca,31/08/1950,67,Superior completo,"2416757,95",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000759.jpg
JOSE CARLOS BECKER DE OLIVEIRA E SILVA,ZECA DIRCEU,1310,PT,PT / PDT / PRB / PTN / PC do B,Eleito por QP,155.583,"2,75",MASCULINO,Solteiro(a),Deputado,Branca,21/06/1978,39,Superior completo,"594850,76",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000768.jpg
MARCELO BELINATI MARTINS,MARCELO BELINATI,1120,PP,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Eleito por QP,137.817,"2,43",MASCULINO,Casado(a),Médico,Branca,22/07/1971,46,Superior completo,"579676,71",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000159.jpg
SERGIO PAULO DE OLIVEIRA,PROFESSOR SERGIO OLIVEIRA,2012,PSC,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Suplente,58.924,"1,04",MASCULINO,Casado(a),Professor e Instrutor de Formação Profissional,Branca,19/03/1963,54,Superior completo,"393000,00",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000175.jpg
RICARDO JOSE MAGALHAES BARROS,RICARDO BARROS,1151,PP,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Eleito por QP,114.396,"2,02",MASCULINO,Casado(a),Engenheiro,Branca,15/11/1959,58,Superior completo,"1821481,39",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000162.jpg
VALDIR LUIZ ROSSONI,VALDIR ROSSONI,4545,PSDB,PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS,Eleito por QP,177.324,"3,13",MASCULINO,Casado(a),Empresário,Branca,23/11/1952,65,Superior completo,"3637722,51",PR,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000158.jpg
ALEXANDRE BALDY DE SANTANNA BRAGA,ALEXANDRE BALDY,4555,PSDB,PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB,Eleito por QP,107.544,"3,55",MASCULINO,Casado(a),Industrial,Branca,21/07/1980,37,Superior completo,"4219100,93",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000744.jpg
CELIO ANTONIO DA SILVEIRA,CÉLIO SILVEIRA,4599,PSDB,PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB,Eleito por QP,110.992,"3,66",MASCULINO,Casado(a),Médico,Branca,19/09/1959,58,Superior completo,"1458276,08",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000743.jpg
DANIEL ELIAS CARVALHO VILELA,DANIEL VILELA,1510,PMDB,PMDB / DEM / SD / PC do B / PRTB / PTN / PPL,Eleito por QP,179.214,"5,91",MASCULINO,Casado(a),Deputado,Branca,23/10/1983,34,Superior completo,"928580,64",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000615.jpg
WALDIR SOARES DE OLIVEIRA,DELEGADO WALDIR,4500,PSDB,PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB,Eleito por QP,274.625,"9,06",MASCULINO,Casado(a),Policial Civil,Branca,28/11/1962,55,Ensino Médio completo,"141800,00",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000739.jpg
FABIO FERNANDES DE SOUSA,FÁBIO SOUSA,4578,PSDB,PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB,Eleito por média,82.204,"2,71",MASCULINO,Casado(a),Deputado,Branca,11/09/1982,35,Superior completo,"488392,14",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000740.jpg
FLAVIA CARREIRO ALBUQUERQUE MORAIS,FLAVIA MORAIS,1212,PDT,PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB,Eleito por QP,159.122,"5,25",FEMININO,Casado(a),Deputado,Branca,26/04/1969,48,Superior completo,"216000,00",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000719.jpg
GIUSEPPE VECCI,GIUSEPPE VECCI,4545,PSDB,PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB,Eleito por QP,120.283,"3,97",MASCULINO,Divorciado(a),Economista,Branca,14/01/1957,60,Superior completo,"4063455,69",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000735.jpg
HEULER ABREU CRUVINEL,HEULER CRUVINEL,5500,PSD,PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB,Eleito por QP,90.877,"3,00",MASCULINO,Solteiro(a),Deputado,Branca,06/02/1978,39,Superior completo,"3400619,16",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000723.jpg
JOAO CAMPOS DE ARAUJO,JOAO CAMPOS,4565,PSDB,PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB,Eleito por QP,107.344,"3,54",MASCULINO,Casado(a),Deputado,Branca,28/12/1962,55,Superior completo,"1500798,62",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000720.jpg
JOVAIR DE OLIVEIRA ARANTES,JOVAIR ARANTES,1414,PTB,PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB,Eleito por QP,92.945,"3,06",MASCULINO,Casado(a),Deputado,Branca,04/06/1951,66,Superior completo,"5898908,01",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000715.jpg
LUCAS DE CASTRO SANTOS,LUCAS VERGÍLIO,7777,SD,PMDB / DEM / SD / PC do B / PRTB / PTN / PPL,Eleito por QP,78.387,"2,58",MASCULINO,Solteiro(a),"Corretor de Imóveis, Seguros, Títulos e Valores",Parda,08/04/1987,30,Superior completo,"949281,49",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000623.jpg
MAGDA MOFATTO HON,MAGDA MOFATTO,2222,PR,PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB,Eleito por QP,118.458,"3,91",FEMININO,Viúvo(a),Deputado,Branca,26/10/1948,69,Ensino Fundamental incompleto,"20972443,86",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000712.jpg
MARCOS ABRAO RORIZ SOARES DE CARVALHO,MARCOS ABRÃO,2345,PPS,PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB,Eleito por QP,92.347,"3,04",MASCULINO,Casado(a),Economista,Branca,15/02/1971,46,Superior completo,"1541624,32",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000711.jpg
PEDRO PINHEIRO CHAVES,PEDRO CHAVES,1580,PMDB,PMDB / DEM / SD / PC do B / PRTB / PTN / PPL,Eleito por QP,77.925,"2,57",MASCULINO,Casado(a),Deputado,Branca,28/08/1958,59,Superior completo,"572282,48",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000611.jpg
ROBERTO EGIDIO BALESTRA,ROBERTO BALESTRA,1105,PP,PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB,Eleito por QP,85.534,"2,82",MASCULINO,Casado(a),Deputado,Parda,24/05/1944,73,Superior completo,"4057348,27",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000718.jpg
RUBENS OTONI GOMIDE,RUBENS OTONI,1313,PT,PT,Eleito por QP,115.874,"3,82",MASCULINO,Casado(a),Deputado,Branca,06/02/1956,61,Superior completo,"983315,11",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000324.jpg
THIAGO MELLO PEIXOTO DA SILVEIRA,THIAGO PEIXOTO,5545,PSD,PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB,Eleito por média,79.666,"2,63",MASCULINO,Casado(a),Deputado,Parda,22/07/1974,43,Superior completo,"755321,80",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000726.jpg
JOAO SANDES JUNIOR,SANDES JÚNIOR,1122,PP,PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB,Suplente,74.980,"2,47",MASCULINO,Casado(a),Deputado,Branca,28/04/1959,58,Superior completo,"707259,83",GO,http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000732.jpg
